district,predicted_risk,confidence_score,equity_vulnerability_index,final_risk_score,priority_level,alert_status,recommended_action
Pali,High,85.81,0.5866091190792386,0.875,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,90.36,0.5866091190792386,0.882,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,93.22,0.5866091190792386,0.886,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,88.43,0.5866091190792386,0.879,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,93.23,0.5866091190792386,0.886,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.4,-0.023555555555555586,0.323,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,73.93,1.1694677002583982,1.003,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,85.68,0.38162974683544304,0.824,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,88.06,0.38162974683544304,0.827,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,79.93,0.38162974683544304,0.815,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,83.13,0.38162974683544304,0.82,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Low,99.76,0.047437916798983806,0.341,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.15,0.047437916798983806,0.341,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.76,0.047437916798983806,0.341,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Medium,93.37,0.2005955629047816,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Udaipur,Medium,93.37,0.2005955629047816,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Low,99.32,-0.05504244031830238,0.315,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.99,-0.05504244031830238,0.315,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,99.11,-0.09547826086956523,0.305,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Low,99.43,-0.09547826086956523,0.305,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,83.19,0.4218885017421603,0.83,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,79.93,0.4218885017421603,0.825,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,High,85.05,0.26663037752414404,0.794,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,Low,99.53,0.062431372549019606,0.345,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.53,-0.000962566844919785,0.329,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.53,0.002367647058823509,0.33,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.53,-0.05490786048932848,0.316,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,High,84.56,0.26663037752414404,0.793,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bharatpur,Low,98.62,0.062431372549019606,0.344,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.62,-0.000962566844919785,0.328,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.62,0.002367647058823509,0.329,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.62,-0.05490786048932848,0.314,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,79.31,0.5193571428571429,0.849,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.52,-0.011406593406593397,0.326,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,86.38,1.0015400202634246,0.98,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,86.57,1.0015400202634246,0.98,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,84.53,1.0015400202634246,0.977,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,83.96,1.0015400202634246,0.976,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,80.95,1.0015400202634246,0.972,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,80.55,1.0015400202634246,0.971,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Medium,93.3,0.14155844155844158,0.535,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,99.15,-0.08571428571428572,0.307,Low Priority,NO ALERT,Routine monitoring.
Pali,Medium,92.31,0.14155844155844158,0.534,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,99.15,-0.08571428571428572,0.307,Low Priority,NO ALERT,Routine monitoring.
Pali,Medium,93.78,0.14155844155844158,0.536,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Low,99.11,-0.08571428571428572,0.307,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.35,0.015749034749034718,0.333,Low Priority,NO ALERT,Routine monitoring.
Kota,High,68.16,0.33597219340112056,0.786,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.18,-0.03978031849734586,0.319,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,50.36,0.33597219340112056,0.52,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.53,-0.03978031849734586,0.319,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.09,0.007935483870967739,0.331,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.07,0.007935483870967739,0.331,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,97.45,0.04625557011795543,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,52.01,0.9967177549919051,0.687,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,99.75,0.04625557011795543,0.341,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Medium,52.16,0.9967177549919051,0.687,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,Low,97.86,0.04625557011795543,0.338,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,58.37,0.9967177549919051,0.937,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,Low,99.52,0.04625557011795543,0.341,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,59.02,0.9967177549919051,0.938,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.43,0.12049086569139507,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.53,0.12049086569139507,0.359,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.98,0.12049086569139507,0.359,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,Medium,93.94,0.2443089005235602,0.562,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jodhpur,Medium,91.92,0.2443089005235602,0.559,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,83.64,0.540802371541502,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,81.39,0.540802371541502,0.857,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,83.71,0.540802371541502,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,87.8,0.540802371541502,0.867,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,77.97,0.540802371541502,0.852,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,81.91,0.540802371541502,0.858,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,83.78,0.540802371541502,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,79.08,0.540802371541502,0.854,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,84.67,0.540802371541502,0.862,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,82.73,0.540802371541502,0.859,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,84.8,0.540802371541502,0.862,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,87.36,0.540802371541502,0.866,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,99.74,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.74,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.57,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.57,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.74,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.74,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.53,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.53,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.54,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.54,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.03357289850613612,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.5,-0.0609578231292517,0.314,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.73,-0.06300000000000001,0.312,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,99.51,-0.06300000000000001,0.314,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.47,-0.06300000000000001,0.312,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,97.4,-0.06300000000000001,0.31,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,98.83,-0.06300000000000001,0.312,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Low,97.41,-0.06300000000000001,0.31,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.42,-0.007823708206686944,0.327,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.43,-0.007823708206686944,0.327,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,98.98,-0.007823708206686944,0.327,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,98.89,-0.007823708206686944,0.326,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.78,-0.0925087719298246,0.307,Low Priority,NO ALERT,Routine monitoring.
Pali,High,76.93,0.5155961231750705,0.844,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.19,-0.08388405797101453,0.308,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.19,0.06760613810741688,0.346,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.19,0.03336092194866422,0.337,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,-0.08388405797101453,0.309,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,0.06760613810741688,0.347,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,0.03336092194866422,0.338,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,-0.08388405797101453,0.309,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,0.06760613810741688,0.347,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,0.03336092194866422,0.338,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.32,-0.08388405797101453,0.308,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.32,0.06760613810741688,0.346,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.32,0.03336092194866422,0.337,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,-0.08388405797101453,0.308,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,0.06760613810741688,0.346,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,0.03336092194866422,0.337,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,-0.08388405797101453,0.309,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,0.06760613810741688,0.347,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.8,0.03336092194866422,0.338,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,-0.08388405797101453,0.309,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,0.06760613810741688,0.347,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.76,0.03336092194866422,0.338,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,-0.08388405797101453,0.308,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,0.06760613810741688,0.346,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.4,0.03336092194866422,0.337,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.27,-0.07626720647773283,0.31,Low Priority,NO ALERT,Routine monitoring.
Pali,High,72.93,0.5318376886271623,0.842,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,99.79,-0.034917396745932416,0.321,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.79,0.0885531914893617,0.352,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.31,-0.034917396745932416,0.32,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.31,0.0885531914893617,0.351,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.31,-0.034917396745932416,0.32,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.31,0.0885531914893617,0.351,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.2,0.08023751023751023,0.349,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.2,0.08023751023751023,0.349,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.16,0.08023751023751023,0.349,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.36,0.08023751023751023,0.349,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,67.18,0.4269432624113475,0.808,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,73.87,0.7446559060895084,0.897,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,71.23,0.6030696991929567,0.858,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,99.07,-0.041723404255319174,0.318,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,70.89,0.4269432624113475,0.813,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,76.58,0.7446559060895084,0.901,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,75.01,0.6030696991929567,0.863,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,Low,98.64,-0.041723404255319174,0.318,Low Priority,NO ALERT,Routine monitoring.
Jodhpur,High,72.91,0.7951950426655833,0.908,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jodhpur,High,81.86,0.41493560644962507,0.827,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,80.42,0.578398813447594,0.865,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,81.66,0.578398813447594,0.867,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,82.7,0.578398813447594,0.869,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Low,99.31,-0.033651832460733,0.321,Low Priority,NO ALERT,Routine monitoring.
Alwar,High,81.64,1.1966943213854209,1.022,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Medium,92.38,0.18678212906784336,0.545,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,71.9,0.4965364609892912,0.832,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.41,0.004817724701445626,0.329,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.41,-0.054427518427518445,0.314,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,91.76,0.18678212906784336,0.544,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,68.4,0.4965364609892912,0.827,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.63,0.004817724701445626,0.329,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.63,-0.054427518427518445,0.314,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,70.99,0.6177121931091396,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,93.02,0.23245957314223398,0.558,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,72.15,0.6177121931091396,0.863,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,91.89,0.23245957314223398,0.556,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,68.12,0.6177121931091396,0.857,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,Medium,93.14,0.23245957314223398,0.558,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,99.56,-0.08695652173913043,0.308,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.56,-0.015623188405797114,0.325,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,83.26,0.32472768878718533,0.806,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,78.9,0.6998212560386474,0.893,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,99.78,-0.08695652173913043,0.308,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,99.78,-0.015623188405797114,0.326,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,65.19,0.32472768878718533,0.779,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,69.23,0.6998212560386474,0.879,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,Medium,94.39,0.2034057971014493,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,93.72,0.2034057971014493,0.551,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,94.33,0.2034057971014493,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,94.33,0.2034057971014493,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.55,0.2034057971014493,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.76,0.2034057971014493,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.88,0.2034057971014493,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Alwar,Medium,92.88,0.2034057971014493,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,83.04,0.44562962962962965,0.836,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,Low,98.64,-0.1077453703703704,0.301,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Low,98.64,-0.04137037037037039,0.318,Low Priority,NO ALERT,Routine monitoring.
Ajmer,High,81.73,0.35050462962962964,0.81,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.13,0.11591666666666667,0.358,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,97.98,0.11591666666666667,0.356,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.1,0.11591666666666667,0.356,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.11,0.11591666666666667,0.358,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.66,0.11591666666666667,0.357,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.28,0.11591666666666667,0.356,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,-0.08890439276485787,0.306,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,-0.08890439276485787,0.306,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.15,-0.08890439276485787,0.306,Low Priority,NO ALERT,Routine monitoring.
Jaipur,Low,98.76,0.04566252587991718,0.34,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,80.09,2.7905586297760214,1.418,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,99.77,-0.029730769230769227,0.322,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.52,-0.029730769230769227,0.322,Low Priority,NO ALERT,Routine monitoring.
Pali,Low,99.24,-0.029730769230769227,0.321,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,94.52,0.23292835884353744,0.56,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Low,100.0,0.022361676356589137,0.336,Low Priority,NO ALERT,Routine monitoring.
Jaipur,High,65.5,1.5173815828184762,1.078,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,62.37,1.5173815828184762,1.073,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,84.72,0.292191856452726,0.8,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,74.83,1.5778506636649314,1.107,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,80.53,0.292191856452726,0.794,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Alwar,High,70.32,1.5778506636649314,1.1,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,50.37,0.30850046685340804,0.753,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Medium,93.91,0.2598556792086204,0.566,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,High,75.48,3.5310881035340973,1.596,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,75.65,3.5310881035340973,1.596,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Ajmer,High,78.0,3.5310881035340973,1.6,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,66.77,0.6163350189633376,0.854,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.54,0.09521700654097728,0.353,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,66.55,0.6163350189633376,0.854,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.54,0.09521700654097728,0.353,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,62.31,0.6163350189633376,0.848,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.13,0.09521700654097728,0.352,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,70.72,0.6163350189633376,0.86,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.74,0.09521700654097728,0.353,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,70.95,0.6163350189633376,0.861,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.74,0.09521700654097728,0.353,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,69.04,0.6163350189633376,0.858,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.27,0.09521700654097728,0.353,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,80.87,0.6288686868686869,0.879,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.05,0.00809090909090908,0.331,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,78.66,0.6288686868686869,0.875,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.04,0.00809090909090908,0.331,Low Priority,NO ALERT,Routine monitoring.
Udaipur,High,85.21,0.6288686868686869,0.885,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,Low,99.42,0.00809090909090908,0.331,Low Priority,NO ALERT,Routine monitoring.
Bikaner,High,81.04,0.5778673218673219,0.866,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,81.0,0.5778673218673219,0.866,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,80.63,0.5778673218673219,0.865,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,76.2,0.5778673218673219,0.859,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Bikaner,High,79.69,0.5778673218673219,0.864,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.23,-0.060752329300514565,0.314,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.23,0.0681659562375675,0.346,Low Priority,NO ALERT,Routine monitoring.
Kota,High,81.08,0.36795227238182093,0.814,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,High,80.85,0.4071347410759175,0.823,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,High,87.25,0.4952215992011676,0.855,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
