visit_date,district,facility_type,total_visits,fever_cases,cough_cases,respiratory_cases,admission_count,icu_admissions,age_group,daily_growth_rate,7_day_moving_average,case_spike_flag
2023-11-12,Ajmer,Hospital,196,35,41,41,3,0,36-50,2.89,38,1
2023-03-13,Sikar,Clinic,163,19,57,11,1,0,19-35,0.58,22,1
2023-07-28,Jaipur,Clinic,50,18,5,6,2,0,36-50,-0.81,17,0
2023-11-07,Ajmer,Hospital,224,69,22,20,5,0,36-50,0.97,72,1
2023-12-13,Jodhpur,Hospital,299,51,28,39,6,0,0-18,0.59,55,1
2023-10-18,Jaipur,Hospital,61,16,5,11,5,0,51-65,-0.11,17,0
2023-09-01,Pali,Hospital,140,14,4,22,0,0,51-65,-0.26,14,0
2023-03-17,Jaipur,Hospital,265,37,3,24,0,0,51-65,1.31,33,1
2023-07-16,Sikar,Clinic,241,59,33,52,11,2,36-50,2.11,60,1
2023-05-19,Pali,Clinic,153,19,17,7,4,0,0-18,0.36,19,1
2023-12-10,Sikar,Hospital,282,109,5,44,28,2,36-50,0.85,110,1
2023-06-30,Pali,Clinic,157,32,5,43,10,0,19-35,0.68,31,1
2023-02-11,Bikaner,Hospital,286,112,82,54,39,7,19-35,15.0,113,1
2023-01-09,Ajmer,Hospital,178,44,14,19,9,0,19-35,-0.36,47,0
2023-04-02,Bikaner,Clinic,231,87,50,12,19,2,51-65,-0.22,91,0
2023-10-07,Jodhpur,Hospital,148,25,28,10,9,1,19-35,-0.51,27,0
2023-03-16,Bikaner,Hospital,71,21,4,9,7,0,19-35,-0.76,19,0
2023-10-23,Jaipur,Hospital,57,5,3,2,1,0,19-35,-0.86,5,0
2023-08-29,Kota,Clinic,242,114,5,32,14,3,19-35,0.78,118,1
2023-12-03,Sikar,Clinic,254,70,65,23,5,0,19-35,-0.36,71,0
2023-07-04,Udaipur,Hospital,116,32,13,24,3,0,0-18,-0.46,34,0
2023-10-27,Bikaner,Hospital,30,11,7,3,3,0,0-18,-0.48,12,0
2023-01-08,Pali,Hospital,57,16,6,9,4,0,51-65,-0.5,14,0
2023-12-08,Alwar,Hospital,54,22,12,12,4,0,36-50,-0.67,24,0
2023-10-10,Udaipur,Clinic,167,75,21,26,22,4,19-35,1.34,71,1
2023-01-26,Sikar,Hospital,191,83,44,33,7,1,51-65,0.19,82,0
2023-06-27,Udaipur,Hospital,55,26,13,5,9,0,65+,-0.65,22,0
2023-01-11,Sikar,Hospital,164,35,58,47,0,0,36-50,-0.58,35,0
2023-12-11,Kota,Hospital,165,33,50,20,5,0,51-65,-0.71,30,0
2023-09-07,Pali,Hospital,243,66,62,20,13,0,0-18,3.12,69,1
2023-02-06,Udaipur,Hospital,291,49,99,59,8,1,19-35,0.88,51,1
2023-10-18,Sikar,Clinic,268,97,83,24,30,5,65+,1.77,98,1
2023-05-11,Bikaner,Clinic,117,56,30,8,14,3,36-50,4.09,60,1
2023-11-30,Udaipur,Clinic,129,40,20,30,7,0,0-18,-0.18,35,0
2023-05-07,Sikar,Clinic,289,120,4,19,31,1,0-18,0.24,123,0
2023-02-21,Kota,Clinic,260,86,5,60,18,4,36-50,1.61,81,1
2023-06-30,Bikaner,Clinic,151,58,26,26,6,0,51-65,0.04,55,0
2023-09-18,Jodhpur,Clinic,202,82,33,7,31,6,19-35,2.28,86,1
2023-01-21,Udaipur,Hospital,275,23,22,69,0,0,36-50,-0.42,23,0
2023-05-11,Jaipur,Clinic,139,20,43,25,2,0,19-35,3.0,18,1
2023-09-22,Ajmer,Hospital,33,12,7,4,3,0,36-50,-0.73,12,0
2023-03-25,Ajmer,Hospital,154,34,20,7,8,1,65+,1.83,34,1
2023-03-27,Bikaner,Hospital,204,75,30,60,2,0,36-50,0.29,78,1
2023-04-29,Ajmer,Clinic,53,17,17,5,2,0,0-18,-0.5,13,0
2023-06-18,Jodhpur,Clinic,165,51,64,12,8,1,0-18,-0.38,46,0
2023-10-16,Udaipur,Hospital,204,6,10,22,1,0,0-18,-0.74,3,0
2023-01-01,Ajmer,Clinic,151,40,19,6,11,1,0-18,1.35,40,1
2023-09-23,Pali,Hospital,66,17,5,6,2,0,65+,-0.74,21,0
2023-03-12,Jaipur,Hospital,81,16,30,10,0,0,51-65,-0.2,18,0
2023-09-15,Udaipur,Clinic,297,25,4,39,9,0,19-35,3.17,24,1
2023-02-26,Alwar,Clinic,173,56,48,15,20,5,65+,1.55,60,1
2023-02-25,Kota,Hospital,193,93,33,16,31,3,36-50,0.08,92,0
2023-03-21,Sikar,Hospital,179,25,46,19,9,0,0-18,-0.79,21,0
2023-11-14,Jodhpur,Hospital,227,27,42,7,7,0,65+,-0.47,30,0
2023-01-28,Sikar,Clinic,137,56,48,30,10,2,19-35,1.24,51,1
2023-09-30,Jaipur,Clinic,157,76,15,28,21,3,51-65,3.75,78,1
2023-10-20,Alwar,Clinic,68,10,11,13,2,0,65+,-0.82,11,0
2023-09-25,Alwar,Hospital,215,105,76,2,21,3,0-18,9.5,108,1
2023-02-05,Sikar,Clinic,226,5,85,34,0,0,19-35,-0.91,2,0
2023-02-12,Bikaner,Clinic,70,30,20,15,6,0,19-35,-0.6,34,0
2023-08-23,Sikar,Clinic,99,41,16,5,13,2,0-18,7.2,38,1
2023-06-21,Ajmer,Clinic,70,25,26,7,0,0,51-65,-0.38,23,0
2023-05-19,Jaipur,Hospital,103,17,5,21,3,0,0-18,-0.78,20,0
2023-06-15,Sikar,Clinic,124,25,11,13,7,1,65+,-0.39,24,0
2023-05-07,Bikaner,Hospital,93,17,29,21,5,0,51-65,-0.43,14,0
2023-05-05,Kota,Hospital,270,113,27,12,25,6,19-35,0.22,108,0
2023-07-31,Pali,Clinic,56,26,10,9,8,1,51-65,0.53,25,1
2023-10-17,Pali,Clinic,97,43,36,19,11,1,65+,0.65,43,1
2023-08-31,Kota,Hospital,141,60,8,10,14,3,19-35,-0.47,63,0
2023-10-23,Pali,Hospital,65,12,9,13,2,0,19-35,-0.72,12,0
2023-11-08,Bikaner,Clinic,144,33,3,20,3,0,36-50,0.94,29,1
2023-08-07,Jaipur,Hospital,96,39,20,24,5,0,19-35,1.29,40,1
2023-08-01,Bikaner,Clinic,118,22,10,20,2,0,36-50,-0.33,24,0
2023-08-07,Jaipur,Hospital,177,5,60,19,0,0,0-18,-0.87,9,0
2023-10-31,Jodhpur,Hospital,88,35,20,14,7,1,51-65,0.3,33,1
2023-10-23,Jodhpur,Clinic,159,37,28,26,9,1,51-65,0.06,38,0
2023-07-15,Sikar,Hospital,59,18,9,4,4,0,51-65,-0.28,21,0
2023-10-17,Pali,Clinic,64,11,21,10,3,0,65+,-0.08,10,0
2023-11-22,Bikaner,Clinic,233,9,3,59,2,0,19-35,-0.59,6,0
2023-09-26,Sikar,Clinic,66,23,14,6,4,0,0-18,0.28,19,1
2023-12-11,Jodhpur,Hospital,239,66,66,9,24,0,65+,0.78,69,1
2023-04-17,Bikaner,Clinic,171,37,47,22,13,0,36-50,3.11,38,1
2023-03-02,Kota,Clinic,198,6,74,28,1,0,19-35,-0.9,10,0
2023-08-14,Bharatpur,Clinic,115,38,42,23,6,0,19-35,3.22,37,1
2023-01-11,Bharatpur,Clinic,224,37,58,8,1,0,51-65,-0.03,39,0
2023-10-30,Udaipur,Clinic,79,14,25,14,0,0,51-65,-0.44,15,0
2023-02-21,Bharatpur,Hospital,212,36,55,19,2,0,51-65,-0.03,34,0
2023-06-03,Ajmer,Clinic,113,32,38,20,6,0,19-35,0.28,33,1
2023-05-08,Bikaner,Hospital,177,77,47,32,14,3,65+,1.08,74,1
2023-11-10,Bharatpur,Clinic,213,104,13,25,32,2,65+,1.89,99,1
2023-03-16,Sikar,Hospital,116,12,39,19,1,0,19-35,-0.48,13,0
2023-01-02,Bikaner,Hospital,76,27,7,14,6,0,36-50,-0.65,26,0
2023-08-10,Ajmer,Clinic,253,111,17,26,29,4,36-50,2.47,109,1
2023-05-27,Ajmer,Clinic,63,5,7,6,0,0,36-50,-0.95,4,0
2023-12-12,Kota,Clinic,132,45,21,15,9,0,51-65,6.5,49,1
2023-05-22,Ajmer,Hospital,113,29,16,27,1,0,19-35,4.8,24,1
2023-01-23,Alwar,Clinic,138,24,42,30,5,0,0-18,-0.77,25,0
2023-08-05,Ajmer,Hospital,263,39,22,53,9,1,0-18,0.34,41,1
2023-07-03,Jaipur,Hospital,188,43,50,12,3,0,36-50,7.6,41,1
2023-07-05,Jaipur,Hospital,66,26,21,6,8,0,0-18,-0.4,25,0
2023-05-30,Alwar,Hospital,265,106,105,19,32,3,36-50,3.42,103,1
2023-04-13,Pali,Clinic,79,9,13,7,1,0,0-18,-0.18,8,0
2023-07-02,Jaipur,Clinic,189,9,51,15,1,0,51-65,-0.65,10,0
2023-10-07,Pali,Clinic,123,60,31,9,0,0,19-35,5.67,62,1
2023-04-22,Bikaner,Clinic,124,59,29,24,12,0,65+,1.19,59,1
2023-12-24,Bikaner,Clinic,252,107,88,9,13,1,0-18,0.81,110,1
2023-12-06,Jaipur,Hospital,271,69,100,67,12,2,19-35,6.67,71,1
2023-07-31,Bharatpur,Hospital,198,32,14,52,1,0,36-50,-0.69,33,0
2023-02-21,Jodhpur,Clinic,283,12,20,14,2,0,0-18,-0.82,15,0
2023-10-31,Bikaner,Hospital,59,21,13,7,4,0,36-50,-0.8,23,0
2023-12-18,Bharatpur,Clinic,131,28,4,36,3,0,36-50,-0.12,31,0
2023-02-01,Ajmer,Clinic,35,6,7,7,1,0,36-50,-0.85,2,0
2023-09-18,Bikaner,Clinic,261,110,35,38,2,0,65+,4.24,107,1
2023-11-03,Alwar,Clinic,103,10,29,10,0,0,51-65,-0.91,6,0
2023-11-01,Udaipur,Clinic,248,111,26,58,5,0,51-65,6.93,112,1
2023-11-10,Pali,Hospital,268,62,18,15,19,4,65+,0.03,59,0
2023-11-01,Jaipur,Clinic,167,47,38,8,17,4,65+,-0.32,44,0
2023-09-16,Udaipur,Hospital,238,92,51,6,28,3,36-50,-0.17,87,0
2023-04-26,Sikar,Clinic,167,54,43,30,12,0,51-65,3.5,56,1
2023-03-02,Bharatpur,Clinic,259,124,49,72,27,5,65+,3.43,127,1
2023-10-25,Bikaner,Clinic,278,56,95,16,19,3,65+,-0.49,54,0
2023-08-06,Bikaner,Hospital,257,16,37,42,1,0,36-50,-0.71,18,0
2023-08-05,Udaipur,Clinic,100,30,32,17,9,0,0-18,-0.67,27,0
2023-09-21,Bikaner,Clinic,216,57,76,38,12,1,0-18,2.56,58,1
2023-10-21,Udaipur,Clinic,143,35,10,36,7,0,65+,0.17,37,0
2023-09-05,Bikaner,Hospital,114,41,9,30,15,3,0-18,-0.28,44,0
2023-08-20,Udaipur,Hospital,104,22,9,22,7,0,0-18,-0.37,25,0
2023-02-13,Jodhpur,Clinic,273,98,36,6,30,8,65+,7.17,99,1
2023-12-22,Ajmer,Clinic,114,50,12,32,6,0,0-18,7.33,48,1
2023-11-10,Bharatpur,Clinic,165,27,65,12,6,0,19-35,-0.78,22,0
2023-06-30,Udaipur,Clinic,50,13,5,6,4,0,51-65,-0.41,11,0
2023-02-04,Udaipur,Clinic,221,6,79,62,1,0,19-35,-0.54,10,0
2023-09-07,Pali,Hospital,235,59,9,27,21,0,51-65,-0.05,58,0
2023-11-05,Ajmer,Hospital,175,12,47,6,1,0,51-65,-0.76,10,0
2023-01-25,Ajmer,Clinic,152,17,9,11,0,0,65+,0.42,20,1
2023-08-28,Ajmer,Hospital,53,25,16,13,1,0,0-18,0.47,26,1
2023-09-13,Alwar,Hospital,197,84,36,44,17,3,0-18,7.4,86,1
2023-03-28,Alwar,Clinic,152,57,6,16,5,0,51-65,-0.32,57,0
2023-04-26,Ajmer,Hospital,68,6,6,4,1,0,19-35,-0.76,5,0
2023-10-25,Kota,Hospital,118,46,25,9,13,0,36-50,0.02,48,0
2023-08-06,Jodhpur,Clinic,95,42,27,21,1,0,0-18,-0.57,39,0
2023-08-26,Alwar,Clinic,240,48,67,16,2,0,65+,-0.16,50,0
2023-09-21,Bharatpur,Clinic,33,11,4,5,2,0,19-35,-0.59,11,0
2023-04-06,Bikaner,Clinic,290,122,61,42,11,1,65+,1.98,124,1
2023-09-21,Alwar,Hospital,49,7,4,3,0,0,65+,-0.85,4,0
2023-10-03,Kota,Clinic,167,19,3,9,3,0,36-50,-0.59,23,0
2023-07-18,Sikar,Clinic,294,93,17,43,25,1,19-35,0.72,97,1
2023-09-20,Ajmer,Hospital,139,67,31,10,16,1,19-35,10.17,69,1
2023-01-30,Jaipur,Hospital,144,27,56,23,4,0,0-18,-0.43,28,0
2023-10-11,Sikar,Clinic,174,12,30,42,1,0,51-65,-0.87,13,0
2023-04-10,Alwar,Hospital,33,8,10,6,2,0,36-50,0.14,11,0
2023-12-16,Udaipur,Clinic,55,12,9,6,1,0,36-50,1.0,14,1
2023-12-30,Bharatpur,Clinic,273,124,59,73,32,6,51-65,10.27,121,1
2023-01-26,Pali,Hospital,292,9,75,34,1,0,36-50,-0.85,12,0
2023-02-26,Bikaner,Hospital,241,96,9,67,13,0,65+,-0.21,98,0
2023-01-04,Kota,Hospital,119,6,33,26,1,0,0-18,-0.68,9,0
2023-10-07,Jodhpur,Hospital,53,5,15,2,1,0,19-35,-0.88,6,0
2023-10-18,Sikar,Clinic,286,132,70,83,27,2,65+,10.0,130,1
2023-02-11,Ajmer,Hospital,125,42,36,24,10,2,36-50,-0.37,43,0
2023-10-21,Pali,Hospital,108,44,10,8,15,1,65+,3.89,43,1
2023-07-28,Sikar,Hospital,293,137,45,6,39,2,19-35,0.04,134,0
2023-01-31,Kota,Clinic,240,17,49,28,2,0,51-65,1.83,20,1
2023-04-01,Pali,Hospital,228,76,84,41,1,0,65+,0.73,76,1
2023-07-27,Pali,Clinic,50,24,4,8,0,0,36-50,-0.68,27,0
2023-11-23,Udaipur,Clinic,48,22,16,5,7,0,19-35,0.83,17,1
2023-05-13,Jodhpur,Hospital,160,15,3,43,2,0,0-18,2.0,16,1
2023-06-24,Jaipur,Clinic,249,71,85,51,2,0,65+,1.63,72,1
2023-06-03,Kota,Hospital,161,75,10,9,9,0,0-18,3.41,77,1
2023-05-13,Udaipur,Clinic,148,48,50,5,13,0,36-50,1.18,43,1
2023-05-25,Jaipur,Hospital,247,110,86,65,27,3,51-65,0.55,107,1
2023-11-10,Alwar,Clinic,216,99,77,51,2,0,51-65,11.38,95,1
2023-07-31,Udaipur,Clinic,218,9,27,35,0,0,51-65,-0.81,4,0
2023-02-09,Jaipur,Clinic,74,23,9,13,7,0,65+,-0.79,22,0
2023-06-24,Bikaner,Hospital,212,46,53,40,14,3,36-50,-0.52,46,0
2023-03-31,Bharatpur,Clinic,98,35,22,3,4,0,19-35,-0.72,36,0
2023-04-02,Sikar,Hospital,103,20,3,15,3,0,51-65,-0.85,22,0
2023-09-29,Bharatpur,Hospital,286,125,105,26,14,1,51-65,2.57,129,1
2023-01-10,Jaipur,Hospital,275,82,66,74,26,3,19-35,2.57,82,1
2023-02-22,Jodhpur,Clinic,36,6,3,5,0,0,51-65,-0.6,9,0
2023-03-25,Alwar,Hospital,86,18,31,10,4,0,0-18,-0.82,19,0
2023-12-17,Pali,Hospital,244,51,80,50,19,3,0-18,1.12,54,1
2023-11-29,Bikaner,Clinic,55,6,13,13,1,0,51-65,-0.87,6,0
2023-11-03,Kota,Clinic,204,83,44,25,26,3,0-18,0.11,83,0
2023-12-14,Sikar,Hospital,249,42,83,46,9,0,19-35,1.1,42,1
2023-06-23,Bharatpur,Clinic,228,26,77,39,3,0,0-18,-0.79,21,0
2023-03-19,Jodhpur,Hospital,82,33,30,20,3,0,36-50,4.5,33,1
2023-07-15,Jaipur,Clinic,130,62,31,31,0,0,51-65,-0.24,61,0
2023-03-15,Pali,Clinic,272,125,95,79,7,1,19-35,1.45,122,1
2023-08-09,Jodhpur,Hospital,237,90,64,48,28,7,65+,1.73,93,1
2023-05-17,Sikar,Hospital,54,17,9,9,3,0,19-35,-0.6,15,0
2023-06-25,Jodhpur,Hospital,83,15,27,2,2,0,0-18,-0.83,18,0
2023-08-10,Bikaner,Hospital,183,69,9,37,6,0,51-65,10.5,72,1
2023-03-15,Alwar,Clinic,170,72,14,21,6,0,19-35,3.0,68,1
2023-11-14,Jodhpur,Clinic,288,127,5,12,38,7,0-18,7.47,129,1
2023-10-17,Jaipur,Hospital,33,13,10,3,2,0,36-50,-0.79,8,0
2023-04-11,Alwar,Hospital,120,58,45,18,5,0,36-50,-0.19,58,0
2023-08-24,Kota,Hospital,291,37,100,41,12,2,19-35,-0.55,40,0
2023-04-04,Sikar,Clinic,111,26,9,8,1,0,65+,0.53,29,1
2023-03-15,Jodhpur,Hospital,204,20,41,8,5,0,0-18,-0.84,15,0
2023-06-18,Ajmer,Hospital,155,60,45,9,6,0,65+,0.43,63,1
2023-04-06,Kota,Hospital,250,56,73,63,2,0,65+,0.51,59,1
2023-04-02,Sikar,Clinic,87,6,31,13,0,0,65+,-0.77,4,0
2023-10-03,Bikaner,Hospital,69,5,10,15,1,0,65+,-0.93,5,0
2023-11-28,Jaipur,Hospital,270,36,48,52,0,0,65+,1.77,37,1
2023-12-07,Kota,Hospital,291,141,106,56,22,0,19-35,1.52,142,1
2023-05-30,Kota,Clinic,280,14,9,3,4,0,65+,-0.9,14,0
2023-08-22,Kota,Clinic,244,92,32,64,29,7,0-18,5.57,94,1
2023-08-17,Udaipur,Clinic,203,65,74,37,1,0,65+,6.22,65,1
2023-10-21,Bharatpur,Hospital,167,62,18,43,9,0,65+,1.38,60,1
2023-06-14,Udaipur,Clinic,94,13,14,23,4,0,0-18,-0.8,14,0
2023-10-23,Bharatpur,Clinic,210,7,70,49,0,0,51-65,-0.89,5,0
2023-03-01,Jodhpur,Hospital,146,37,22,23,5,0,51-65,0.85,40,1
2023-10-05,Bharatpur,Clinic,136,12,34,3,2,0,51-65,0.71,8,1
2023-12-22,Bharatpur,Hospital,274,84,100,50,1,0,65+,6.0,79,1
2023-03-28,Ajmer,Hospital,163,44,18,20,11,1,0-18,-0.27,47,0
2023-01-17,Kota,Hospital,65,15,25,2,0,0,0-18,-0.84,12,0
2023-01-09,Jaipur,Hospital,293,5,43,25,1,0,0-18,-0.86,2,0
2023-08-28,Jodhpur,Hospital,283,59,51,77,10,1,19-35,0.59,59,1
2023-05-03,Alwar,Hospital,110,14,19,23,4,0,51-65,-0.76,17,0
2023-03-02,Ajmer,Hospital,277,85,92,14,33,1,19-35,0.93,83,1
2023-05-08,Alwar,Clinic,77,33,15,10,8,0,0-18,1.36,29,1
2023-08-09,Kota,Hospital,281,35,76,51,8,1,0-18,1.33,36,1
2023-06-28,Bharatpur,Hospital,227,31,24,11,7,1,65+,-0.63,29,0
2023-02-10,Kota,Clinic,129,24,30,6,1,0,65+,-0.31,25,0
2023-05-10,Alwar,Hospital,118,53,21,7,14,0,65+,0.61,56,1
2023-11-22,Jaipur,Hospital,58,24,15,3,7,1,36-50,3.8,27,1
2023-12-25,Udaipur,Clinic,123,16,5,24,0,0,19-35,0.23,11,0
2023-03-18,Pali,Hospital,264,58,17,18,21,2,51-65,-0.54,58,0
2023-02-03,Pali,Hospital,94,18,14,25,4,0,65+,-0.69,19,0
2023-03-04,Kota,Hospital,115,5,21,31,0,0,0-18,-0.79,0,0
2023-02-05,Ajmer,Clinic,129,25,50,7,4,0,0-18,-0.71,24,0
2023-11-08,Pali,Clinic,266,68,59,73,18,0,19-35,2.78,64,1
2023-05-29,Jodhpur,Clinic,260,26,7,36,7,0,0-18,-0.56,23,0
2023-10-04,Jaipur,Clinic,86,17,24,23,1,0,65+,-0.29,19,0
2023-08-04,Udaipur,Clinic,215,94,65,48,0,0,19-35,4.88,95,1
2023-02-18,Ajmer,Clinic,139,10,18,23,0,0,65+,-0.6,11,0
2023-06-28,Udaipur,Hospital,252,42,87,2,15,2,65+,-0.55,43,0
2023-11-17,Ajmer,Clinic,233,80,80,43,23,0,36-50,7.0,75,1
2023-07-07,Alwar,Hospital,176,60,67,48,4,0,36-50,0.13,56,0
2023-04-09,Pali,Hospital,281,6,4,30,0,0,65+,-0.91,1,0
2023-04-24,Udaipur,Hospital,93,6,21,16,0,0,0-18,-0.86,6,0
2023-07-21,Alwar,Clinic,207,67,24,22,12,1,65+,0.12,69,0
2023-03-11,Alwar,Clinic,166,28,47,42,10,1,65+,-0.58,23,0
2023-04-03,Alwar,Clinic,101,24,18,9,8,0,0-18,-0.14,25,0
2023-08-12,Bharatpur,Clinic,169,20,60,19,2,0,36-50,-0.35,24,0
2023-08-01,Jaipur,Hospital,240,8,52,58,2,0,0-18,-0.53,6,0
2023-12-25,Udaipur,Hospital,247,88,14,42,12,0,65+,13.67,84,1
2023-03-08,Bharatpur,Clinic,100,45,29,10,4,0,65+,1.25,41,1
2023-08-22,Ajmer,Clinic,266,20,64,19,5,0,19-35,-0.75,17,0
2023-02-18,Udaipur,Hospital,197,31,56,7,11,1,19-35,-0.65,34,0
2023-07-15,Jodhpur,Hospital,33,7,10,2,0,0,51-65,-0.73,5,0
2023-10-25,Sikar,Clinic,258,117,47,23,41,0,51-65,18.5,120,1
2023-05-30,Jodhpur,Hospital,178,58,62,47,10,1,36-50,7.29,54,1
2023-06-07,Jodhpur,Clinic,201,71,50,49,12,0,51-65,0.22,69,0
2023-07-05,Udaipur,Clinic,232,45,49,29,13,2,19-35,0.45,44,1
2023-06-05,Sikar,Clinic,61,17,20,6,4,0,51-65,-0.85,19,0
2023-01-15,Udaipur,Clinic,170,23,5,14,5,0,0-18,-0.49,18,0
2023-07-26,Pali,Hospital,279,36,90,68,7,1,19-35,5.0,36,1
2023-06-10,Alwar,Clinic,143,46,41,27,14,2,0-18,0.92,50,1
2023-06-18,Pali,Clinic,172,12,67,32,1,0,65+,-0.67,10,0
2023-10-30,Jaipur,Clinic,197,70,5,22,25,2,19-35,7.75,68,1
2023-11-04,Udaipur,Hospital,246,40,89,2,15,3,36-50,0.74,41,1
2023-12-23,Ajmer,Hospital,229,39,84,51,12,0,0-18,0.95,39,1
2023-03-08,Jaipur,Clinic,120,32,30,29,3,0,51-65,-0.54,34,0
2023-12-31,Kota,Clinic,257,49,101,8,5,0,0-18,8.8,50,1
2023-07-22,Bharatpur,Hospital,105,35,16,22,4,0,65+,-0.22,32,0
2023-05-26,Jaipur,Hospital,252,53,51,37,12,0,19-35,0.66,49,1
2023-04-11,Jaipur,Hospital,284,36,53,34,6,0,65+,-0.32,37,0
2023-04-22,Sikar,Hospital,293,34,72,57,0,0,0-18,1.0,32,1
2023-05-08,Sikar,Clinic,129,57,21,19,6,0,19-35,0.68,61,1
2023-03-30,Bharatpur,Clinic,212,11,4,51,2,0,36-50,-0.69,12,0
2023-03-06,Udaipur,Hospital,281,71,41,70,26,0,51-65,0.78,75,1
2023-10-09,Bharatpur,Hospital,169,14,29,38,2,0,51-65,0.27,9,1
2023-06-15,Bikaner,Clinic,198,55,48,42,0,0,51-65,10.0,55,1
2023-09-02,Pali,Hospital,72,17,4,8,4,0,36-50,0.42,17,1
2023-02-23,Bharatpur,Hospital,127,24,24,9,3,0,36-50,0.71,23,1
2023-11-21,Jaipur,Clinic,206,26,39,36,0,0,36-50,-0.28,23,0
2023-03-12,Udaipur,Hospital,137,21,45,23,0,0,65+,-0.7,19,0
2023-05-25,Jaipur,Hospital,145,25,34,41,3,0,19-35,-0.04,26,0
2023-01-20,Udaipur,Clinic,178,76,16,45,19,0,19-35,2.62,72,1
2023-06-17,Jodhpur,Clinic,161,30,11,17,9,0,51-65,-0.58,33,0
2023-09-15,Ajmer,Clinic,63,7,15,8,1,0,19-35,-0.82,6,0
2023-08-06,Jodhpur,Hospital,196,44,45,43,12,0,19-35,0.47,39,1
2023-11-19,Ajmer,Clinic,298,77,106,38,16,3,51-65,10.0,77,1
2023-04-13,Ajmer,Clinic,139,14,28,6,1,0,36-50,-0.82,15,0
2023-11-07,Ajmer,Hospital,52,10,9,4,1,0,19-35,-0.29,13,0
2023-12-25,Bharatpur,Hospital,195,59,70,4,21,2,36-50,1.46,55,1
2023-03-02,Alwar,Clinic,114,16,3,4,2,0,36-50,-0.65,13,0
2023-07-11,Bikaner,Clinic,30,12,7,8,0,0,0-18,-0.78,14,0
2023-01-18,Alwar,Hospital,146,35,25,9,7,1,0-18,1.19,30,1
2023-06-22,Ajmer,Clinic,234,98,10,64,17,2,65+,8.8,98,1
2023-05-19,Jaipur,Hospital,37,9,4,10,1,0,65+,-0.64,10,0
2023-10-06,Kota,Hospital,58,12,5,13,3,0,19-35,-0.76,16,0
2023-05-28,Bikaner,Hospital,123,18,40,12,6,0,0-18,0.5,15,1
2023-01-10,Bharatpur,Clinic,63,26,22,13,8,0,51-65,-0.56,21,0
2023-06-12,Kota,Clinic,188,20,42,19,0,0,51-65,0.67,16,1
2023-06-27,Kota,Hospital,83,32,16,13,3,0,19-35,0.6,36,1
2023-04-30,Ajmer,Hospital,94,31,10,20,0,0,36-50,-0.68,26,0
2023-10-28,Bharatpur,Clinic,190,39,59,15,9,1,0-18,0.5,36,1
2023-07-10,Jaipur,Hospital,212,5,56,44,0,0,65+,-0.44,4,0
2023-09-24,Jodhpur,Hospital,228,45,51,50,3,0,65+,0.02,42,0
2023-06-03,Udaipur,Hospital,263,55,15,14,17,2,51-65,-0.28,54,0
2023-06-20,Jaipur,Clinic,72,11,16,9,2,0,51-65,1.2,14,1
2023-12-17,Udaipur,Hospital,124,30,10,24,1,0,19-35,-0.45,29,0
2023-11-07,Alwar,Hospital,133,32,38,23,5,0,0-18,-0.09,35,0
2023-07-27,Kota,Hospital,181,84,56,7,15,2,36-50,1.62,81,1
2023-09-09,Bharatpur,Hospital,178,10,22,38,0,0,51-65,-0.74,5,0
2023-01-20,Alwar,Hospital,272,67,48,43,23,4,51-65,1.09,68,1
2023-11-20,Sikar,Clinic,146,59,56,2,15,0,65+,0.04,61,0
2023-02-27,Pali,Hospital,109,36,31,28,5,0,19-35,1.12,34,1
2023-01-22,Alwar,Clinic,273,115,107,58,43,4,0-18,0.72,110,1
2023-05-29,Jaipur,Clinic,163,58,45,37,9,1,36-50,4.27,61,1
2023-05-19,Pali,Hospital,263,98,49,61,15,2,19-35,1.72,95,1
2023-02-20,Sikar,Clinic,106,23,4,13,0,0,65+,-0.61,19,0
2023-10-28,Alwar,Clinic,55,14,4,12,2,0,36-50,-0.88,13,0
2023-10-03,Bharatpur,Clinic,220,102,65,6,31,3,65+,9.2,105,1
2023-04-13,Ajmer,Clinic,140,6,53,15,1,0,0-18,-0.81,9,0
2023-04-30,Jodhpur,Hospital,46,10,7,10,1,0,19-35,-0.78,10,0
2023-04-24,Ajmer,Clinic,177,70,64,27,27,2,51-65,10.67,72,1
2023-04-16,Jaipur,Hospital,157,73,47,40,18,4,0-18,0.26,75,1
2023-12-07,Sikar,Clinic,179,18,26,17,5,0,51-65,-0.22,15,0
2023-12-27,Sikar,Hospital,40,19,10,9,4,0,36-50,0.06,14,0
2023-06-23,Jodhpur,Hospital,63,20,4,7,1,0,19-35,1.0,22,1
2023-04-05,Udaipur,Hospital,287,89,19,69,2,0,51-65,1.97,89,1
2023-03-13,Bikaner,Hospital,184,87,20,21,17,1,19-35,3.83,90,1
2023-12-05,Alwar,Clinic,72,25,4,13,8,1,65+,0.79,28,1
2023-01-23,Sikar,Clinic,227,20,17,14,1,0,19-35,0.05,20,0
2023-09-05,Bharatpur,Hospital,233,97,25,33,32,7,19-35,-0.05,100,0
2023-06-11,Jaipur,Clinic,288,111,8,33,24,4,19-35,0.52,109,1
2023-04-18,Alwar,Hospital,39,8,7,9,2,0,36-50,-0.68,5,0
2023-12-26,Jodhpur,Hospital,62,28,3,6,2,0,19-35,0.4,29,1
2023-01-20,Ajmer,Hospital,147,37,27,22,4,0,19-35,-0.47,37,0
