date,district,avg_temperature,rainfall,humidity,temperature_deviation,rainfall_deviation,weather_risk_index
2023-03-14,Bharatpur,37.36,4.44,43.97,-0.14,-0.56,0.19
2023-01-03,Jaipur,19.46,12.16,52.94,-0.54,7.16,0.25
2023-09-19,Pali,34.06,21.34,84.28,4.06,-18.66,0.45
2023-01-22,Kota,24.55,13.94,58.5,4.55,8.94,0.33
2023-05-22,Jaipur,35.1,0.23,45.51,-2.4,-4.77,0.21
2023-07-20,Kota,32.18,89.49,66.42,2.18,49.49,0.53
2023-11-13,Alwar,34.23,11.15,36.93,4.23,-28.85,0.23
2023-06-14,Sikar,31.75,1.93,43.89,-5.75,-3.07,0.26
2023-02-28,Pali,18.03,7.47,61.36,-1.97,2.47,0.29
2023-10-13,Bikaner,34.53,77.43,84.46,4.53,37.43,0.6
2023-06-28,Jodhpur,38.92,12.32,78.75,1.42,7.32,0.37
2023-08-12,Jaipur,33.57,53.6,36.71,3.57,13.6,0.34
2023-05-17,Bikaner,42.01,2.89,38.74,4.51,-2.11,0.22
2023-09-28,Sikar,29.97,103.43,80.44,-0.03,63.43,0.6
2023-03-26,Pali,34.61,14.81,58.92,-2.89,9.81,0.31
2023-02-17,Jodhpur,20.45,14.2,39.77,0.45,9.2,0.2
2023-10-14,Sikar,28.62,100.97,81.79,-1.38,60.97,0.61
2023-03-12,Udaipur,43.49,9.1,51.21,5.99,4.1,0.31
2023-06-20,Sikar,36.68,1.25,76.35,-0.82,-3.75,0.32
2023-04-05,Sikar,36.67,0.79,38.8,-0.83,-4.21,0.17
2023-05-21,Jodhpur,44.09,6.69,73.29,6.59,1.69,0.4
2023-05-02,Kota,30.2,7.69,64.7,-7.3,2.69,0.38
2023-11-30,Kota,25.16,67.41,42.67,-4.84,27.41,0.41
2023-04-13,Sikar,35.41,10.83,74.22,-2.09,5.83,0.35
2023-04-17,Udaipur,40.63,2.88,51.52,3.13,-2.12,0.26
2023-08-05,Ajmer,25.07,77.38,49.61,-4.93,37.38,0.47
2023-05-08,Alwar,34.46,6.02,39.84,-3.04,1.02,0.22
2023-11-26,Udaipur,30.48,66.88,45.78,0.48,26.88,0.37
2023-01-03,Bikaner,17.45,12.05,77.49,-2.55,7.05,0.38
2023-07-16,Udaipur,29.79,36.26,60.74,-0.21,-3.74,0.34
2023-04-09,Jodhpur,42.87,6.8,71.83,5.37,1.8,0.38
2023-03-30,Kota,35.9,0.02,68.21,-1.6,-4.98,0.29
2023-03-21,Bikaner,39.56,12.43,51.87,2.06,7.43,0.27
2023-07-03,Bikaner,28.74,16.3,73.18,-1.26,-23.7,0.35
2023-05-22,Udaipur,37.36,9.51,62.55,-0.14,4.51,0.28
2023-06-14,Sikar,31.28,8.0,35.89,-6.22,3.0,0.25
2023-10-21,Pali,29.18,22.58,89.91,-0.82,-17.42,0.43
2023-09-20,Sikar,33.66,82.44,65.74,3.66,42.44,0.53
2023-02-19,Alwar,24.86,0.86,52.22,4.86,-4.14,0.28
2023-09-19,Sikar,29.51,46.33,37.65,-0.49,6.33,0.28
2023-06-04,Udaipur,31.25,2.91,67.06,-6.25,-2.09,0.36
2023-02-26,Kota,20.26,14.94,48.91,0.26,9.94,0.24
2023-09-28,Alwar,27.06,46.64,65.76,-2.94,6.64,0.43
2023-12-27,Pali,19.94,1.71,64.78,-0.06,-3.29,0.26
2023-01-13,Udaipur,23.91,3.23,87.26,3.91,-1.77,0.41
2023-03-08,Bikaner,30.1,2.49,66.15,-7.4,-2.51,0.37
2023-09-24,Pali,34.63,103.92,67.66,4.63,63.92,0.61
2023-11-07,Sikar,32.18,67.87,42.78,2.18,27.87,0.38
2023-09-01,Kota,29.76,107.86,62.99,-0.24,67.86,0.54
2023-11-06,Udaipur,33.63,103.12,81.64,3.63,63.12,0.65
2023-01-18,Jodhpur,17.86,9.78,57.35,-2.14,4.78,0.28
2023-03-27,Ajmer,31.19,12.08,67.31,-6.31,7.08,0.39
2023-07-30,Sikar,28.87,69.93,88.59,-1.13,29.93,0.56
2023-04-29,Udaipur,31.8,2.7,79.21,-5.7,-2.3,0.4
2023-03-25,Udaipur,34.4,7.56,46.28,-3.1,2.56,0.25
2023-05-03,Jaipur,36.26,10.69,36.78,-1.24,5.69,0.19
2023-09-03,Bikaner,26.55,45.31,56.41,-3.45,5.31,0.39
2023-04-16,Udaipur,41.71,10.24,61.43,4.21,5.24,0.33
2023-11-29,Bharatpur,26.28,90.88,60.84,-3.72,50.88,0.54
2023-04-11,Bharatpur,41.45,3.67,48.12,3.95,-1.33,0.25
2023-12-13,Bikaner,15.54,11.21,86.82,-4.46,6.21,0.44
2023-06-08,Ajmer,39.47,9.22,70.14,1.97,4.22,0.33
2023-02-25,Ajmer,20.59,9.26,78.18,0.59,4.26,0.35
2023-05-14,Pali,33.87,13.9,42.57,-3.63,8.9,0.26
2023-08-15,Jodhpur,27.65,25.18,64.38,-2.35,-14.82,0.36
2023-01-29,Bikaner,19.43,7.46,89.8,-0.57,2.46,0.39
2023-04-27,Bharatpur,43.17,3.78,65.35,5.67,-1.22,0.35
2023-01-06,Bikaner,17.23,10.83,47.24,-2.77,5.83,0.25
2023-07-19,Udaipur,29.66,66.18,57.12,-0.34,26.18,0.41
2023-01-15,Pali,22.22,5.04,58.17,2.22,0.04,0.28
2023-10-24,Pali,32.73,37.96,50.16,2.73,-2.04,0.34
2023-01-27,Udaipur,19.13,5.08,65.97,-0.87,0.08,0.29
2023-01-23,Ajmer,21.95,3.91,63.5,1.95,-1.09,0.29
2023-09-30,Udaipur,28.61,17.48,63.48,-1.39,-22.52,0.32
2023-10-27,Sikar,25.34,78.62,54.05,-4.66,38.62,0.49
2023-12-29,Alwar,17.73,11.88,84.9,-2.27,6.88,0.4
2023-02-15,Pali,18.47,12.75,35.06,-1.53,7.75,0.19
2023-01-29,Jaipur,19.6,7.3,48.8,-0.4,2.3,0.22
2023-08-16,Alwar,34.71,11.02,65.92,4.71,-28.98,0.36
2023-08-09,Sikar,34.31,53.04,62.62,4.31,13.04,0.45
2023-05-31,Ajmer,33.43,12.28,64.21,-4.07,7.28,0.34
2023-02-13,Pali,23.37,0.07,81.23,3.37,-4.93,0.37
2023-11-21,Bikaner,31.05,113.16,42.38,1.05,73.16,0.49
2023-06-25,Bikaner,44.09,4.68,63.63,6.59,-0.32,0.35
2023-07-22,Kota,26.05,113.43,41.78,-3.95,73.43,0.52
2023-02-05,Kota,18.37,4.76,52.73,-1.63,-0.24,0.25
2023-06-13,Bharatpur,36.5,3.7,78.85,-1.0,-1.3,0.34
2023-09-18,Pali,33.48,94.13,46.28,3.48,54.13,0.48
2023-02-27,Bharatpur,21.32,3.61,63.8,1.32,-1.39,0.28
2023-06-08,Udaipur,38.68,10.11,55.56,1.18,5.11,0.26
2023-05-13,Sikar,30.81,13.28,79.8,-6.69,8.28,0.44
2023-07-08,Sikar,30.86,59.81,63.97,0.86,19.81,0.43
2023-03-26,Udaipur,35.47,9.11,41.86,-2.03,4.11,0.22
2023-01-18,Bharatpur,23.97,0.28,65.79,3.97,-4.72,0.32
2023-10-21,Jodhpur,28.54,94.38,63.23,-1.46,54.38,0.52
2023-04-15,Kota,41.72,8.63,65.83,4.22,3.63,0.34
2023-02-07,Kota,17.35,13.4,82.01,-2.65,8.4,0.4
2023-04-24,Bharatpur,44.69,8.77,36.23,7.19,3.77,0.26
2023-04-21,Sikar,44.12,14.92,35.35,6.62,9.92,0.27
2023-07-29,Udaipur,28.58,94.69,40.16,-1.42,54.69,0.43
2023-02-19,Ajmer,20.02,4.6,80.99,0.02,-0.4,0.34
2023-10-12,Pali,30.77,35.97,64.66,0.77,-4.03,0.36
2023-02-22,Ajmer,15.29,6.74,47.46,-4.71,1.74,0.27
2023-02-27,Ajmer,24.96,13.16,55.95,4.96,8.16,0.33
2023-02-28,Pali,22.75,10.78,70.06,2.75,5.78,0.35
2023-02-28,Pali,23.61,0.82,69.71,3.61,-4.18,0.33
2023-09-29,Sikar,34.29,118.62,57.33,4.29,78.62,0.6
2023-12-20,Alwar,23.39,7.24,79.48,3.39,2.24,0.38
2023-09-22,Bikaner,28.59,106.7,57.64,-1.41,66.7,0.53
2023-12-17,Bharatpur,22.41,0.49,71.6,2.41,-4.51,0.32
2023-06-20,Bikaner,42.84,2.56,62.66,5.34,-2.44,0.33
2023-05-24,Alwar,35.06,8.32,43.78,-2.44,3.32,0.23
2023-05-27,Alwar,37.56,11.32,58.87,0.06,6.32,0.27
2023-07-26,Jaipur,34.55,11.57,88.77,4.55,-28.43,0.45
2023-03-26,Jodhpur,34.08,5.48,87.8,-3.42,0.48,0.41
2023-02-01,Kota,15.96,9.13,67.53,-4.04,4.13,0.35
2023-01-18,Sikar,23.2,5.54,47.17,3.2,0.54,0.25
2023-03-15,Kota,44.0,12.91,68.14,6.5,7.91,0.39
2023-01-20,Udaipur,24.18,5.64,63.12,4.18,0.64,0.32
2023-10-23,Pali,31.83,50.45,75.15,1.83,10.45,0.46
2023-10-29,Kota,26.02,42.84,89.41,-3.98,2.84,0.52
2023-11-22,Jodhpur,32.39,12.12,71.68,2.39,-27.88,0.35
2023-11-06,Jodhpur,34.38,27.28,71.12,4.38,-12.72,0.42
2023-10-20,Kota,26.55,45.78,49.62,-3.45,5.78,0.37
2023-04-03,Jaipur,32.51,11.26,41.71,-4.99,6.26,0.26
2023-09-26,Bharatpur,28.88,53.6,45.24,-1.12,13.6,0.34
2023-08-14,Bikaner,27.46,86.95,55.59,-2.54,46.95,0.49
2023-02-23,Jaipur,16.75,5.87,61.83,-3.25,0.87,0.31
2023-02-16,Jodhpur,17.63,12.41,53.4,-2.37,7.41,0.28
2023-05-22,Pali,34.36,8.99,43.15,-3.14,3.99,0.24
2023-03-10,Ajmer,35.05,13.63,50.83,-2.45,8.63,0.27
2023-08-10,Sikar,29.99,92.32,83.68,-0.01,52.32,0.58
2023-07-14,Kota,32.32,92.7,86.3,2.32,52.7,0.62
2023-10-06,Ajmer,31.7,98.2,89.38,1.7,58.2,0.64
2023-07-26,Bharatpur,32.24,12.14,57.85,2.24,-27.86,0.29
2023-07-30,Bharatpur,34.24,110.02,48.42,4.24,70.02,0.54
2023-07-24,Pali,28.43,96.6,42.97,-1.57,56.6,0.45
2023-12-23,Alwar,23.37,8.78,52.59,3.37,3.78,0.28
2023-06-04,Bharatpur,38.55,12.56,87.51,1.05,7.56,0.4
2023-08-30,Alwar,29.04,86.4,85.37,-0.96,46.4,0.58
2023-06-20,Jodhpur,40.39,8.13,51.09,2.89,3.13,0.26
2023-12-31,Bharatpur,17.45,10.21,38.6,-2.55,5.21,0.22
2023-09-02,Jaipur,26.03,117.46,83.59,-3.97,77.46,0.7
2023-05-07,Udaipur,37.87,13.37,59.98,0.37,8.37,0.28
2023-05-31,Bikaner,31.37,2.47,43.64,-6.13,-2.53,0.26
2023-08-13,Bharatpur,25.3,114.38,81.47,-4.7,74.38,0.69
2023-04-07,Kota,35.38,6.35,75.11,-2.12,1.35,0.35
2023-06-08,Udaipur,36.75,3.62,54.32,-0.75,-1.38,0.24
2023-09-04,Alwar,33.89,118.56,58.97,3.89,78.56,0.6
2023-08-09,Alwar,25.11,99.62,76.73,-4.89,59.62,0.64
2023-10-20,Alwar,34.82,73.86,40.35,4.82,33.86,0.42
2023-11-26,Sikar,33.85,114.28,69.39,3.85,74.28,0.63
2023-10-20,Kota,28.16,95.38,76.71,-1.84,55.38,0.59
2023-06-17,Jodhpur,42.83,9.79,65.53,5.33,4.79,0.36
2023-09-22,Kota,28.72,47.45,39.82,-1.28,7.45,0.3
2023-07-26,Jodhpur,29.04,73.06,71.81,-0.96,33.06,0.49
2023-05-17,Bharatpur,44.27,7.63,39.59,6.77,2.63,0.27
2023-08-31,Pali,32.84,76.76,57.42,2.84,36.76,0.47
2023-04-25,Sikar,30.22,0.3,70.77,-7.28,-4.7,0.38
2023-04-20,Jodhpur,33.21,14.09,42.97,-4.29,9.09,0.27
2023-08-09,Bharatpur,33.83,97.01,85.3,3.83,57.01,0.65
2023-10-15,Alwar,30.28,14.72,75.38,0.28,-25.28,0.34
2023-11-15,Alwar,29.42,49.56,50.82,-0.58,9.56,0.34
2023-08-13,Bikaner,34.06,28.64,78.67,4.06,-11.36,0.45
2023-07-28,Sikar,31.35,45.26,71.53,1.35,5.26,0.42
2023-10-13,Bharatpur,27.42,70.64,41.66,-2.58,30.64,0.39
2023-10-18,Jaipur,29.98,99.42,89.84,-0.02,59.42,0.62
2023-06-22,Pali,43.17,5.61,40.0,5.67,0.61,0.25
2023-10-19,Bikaner,31.55,103.0,39.59,1.55,63.0,0.45
2023-07-08,Ajmer,29.79,72.13,74.37,-0.21,32.13,0.49
2023-12-04,Jaipur,15.8,7.33,89.25,-4.2,2.33,0.43
2023-04-22,Jaipur,42.85,6.91,57.9,5.35,1.91,0.32
2023-08-12,Alwar,31.57,62.46,81.35,1.57,22.46,0.51
2023-05-16,Bikaner,34.55,3.82,59.36,-2.95,-1.18,0.29
2023-02-19,Bharatpur,22.72,7.52,76.36,2.72,2.52,0.36
2023-10-20,Alwar,31.55,16.49,82.14,1.55,-23.51,0.39
2023-08-17,Sikar,28.39,40.72,52.64,-1.61,0.72,0.34
2023-12-17,Sikar,20.07,13.84,69.85,0.07,8.84,0.32
2023-03-05,Udaipur,42.0,6.79,42.18,4.5,1.79,0.25
2023-09-16,Sikar,30.13,96.57,66.66,0.13,56.57,0.53
2023-05-14,Jaipur,40.84,6.61,60.8,3.34,1.61,0.31
2023-09-17,Kota,27.89,82.01,63.75,-2.11,42.01,0.5
2023-02-13,Jodhpur,18.97,5.02,71.54,-1.03,0.02,0.31
2023-03-18,Sikar,42.54,6.23,36.28,5.04,1.23,0.23
2023-06-16,Bikaner,41.26,8.3,64.61,3.76,3.3,0.33
2023-03-30,Jaipur,35.56,14.52,79.86,-1.94,9.52,0.38
2023-07-22,Pali,28.78,63.16,35.34,-1.22,23.16,0.33
2023-09-21,Bharatpur,32.99,77.33,62.6,2.99,37.33,0.5
2023-02-09,Jaipur,17.42,7.09,62.83,-2.58,2.09,0.3
2023-07-10,Jodhpur,33.67,90.4,61.32,3.67,50.4,0.54
2023-04-01,Alwar,35.58,10.83,66.13,-1.92,5.83,0.32
2023-07-27,Ajmer,32.51,42.19,77.46,2.51,2.19,0.46
2023-07-31,Jaipur,26.31,44.44,59.81,-3.69,4.44,0.41
2023-08-05,Bikaner,25.37,34.75,43.77,-4.63,-5.25,0.33
2023-12-13,Alwar,17.11,13.64,50.79,-2.89,8.64,0.28
2023-03-01,Pali,44.99,13.23,36.41,7.49,8.23,0.28
2023-02-05,Udaipur,19.97,10.27,76.84,-0.03,5.27,0.34
2023-05-30,Alwar,39.64,7.41,57.4,2.14,2.41,0.28
2023-11-25,Pali,32.79,10.98,38.84,2.79,-29.02,0.22
2023-10-16,Alwar,32.86,23.42,50.77,2.86,-16.58,0.3
2023-11-03,Sikar,27.16,118.16,75.22,-2.84,78.16,0.65
2023-05-02,Kota,32.03,4.1,55.87,-5.47,-0.9,0.31
2023-05-02,Alwar,41.0,1.45,43.89,3.5,-3.55,0.23
2023-01-24,Pali,23.97,7.33,81.94,3.97,2.33,0.4
2023-06-10,Alwar,30.66,11.28,71.51,-6.84,6.28,0.41
2023-10-14,Bharatpur,33.38,26.14,82.03,3.38,-13.86,0.44
2023-07-18,Udaipur,28.69,19.02,72.45,-1.31,-20.98,0.36
2023-10-14,Sikar,30.7,89.9,62.05,0.7,49.9,0.5
2023-04-13,Jodhpur,35.58,7.95,62.36,-1.92,2.95,0.3
2023-06-07,Pali,33.06,9.1,64.35,-4.44,4.1,0.34
2023-12-26,Ajmer,18.17,13.56,48.65,-1.83,8.56,0.26
2023-02-07,Udaipur,24.84,12.75,39.49,4.84,7.75,0.26
2023-11-25,Sikar,34.04,75.86,54.62,4.04,35.86,0.47
2023-12-13,Jodhpur,17.24,14.27,65.81,-2.76,9.27,0.34
2023-01-23,Pali,17.83,8.95,64.47,-2.17,3.95,0.31
2023-03-10,Jodhpur,32.47,2.67,84.39,-5.03,-2.33,0.41
2023-12-07,Pali,17.45,3.58,69.17,-2.55,-1.42,0.32
2023-05-21,Jaipur,30.17,12.69,71.76,-7.33,7.69,0.42
2023-08-16,Ajmer,33.58,49.31,48.55,3.58,9.31,0.37
2023-10-06,Udaipur,31.93,91.33,76.66,1.93,51.33,0.58
2023-04-05,Kota,34.61,4.36,53.13,-2.89,-0.64,0.26
2023-08-19,Jodhpur,31.53,119.97,58.93,1.53,79.97,0.58
2023-03-10,Jodhpur,42.77,5.63,56.2,5.27,0.63,0.31
2023-10-07,Bikaner,34.82,65.56,35.63,4.82,25.56,0.38
2023-05-20,Jaipur,34.72,13.63,44.07,-2.78,8.63,0.25
2023-10-06,Bharatpur,32.73,19.12,43.55,2.73,-20.88,0.26
2023-05-10,Jodhpur,34.78,2.25,73.48,-2.72,-2.75,0.34
2023-07-15,Jodhpur,29.81,67.13,70.82,-0.19,27.13,0.46
2023-05-16,Bikaner,37.2,9.0,46.33,-0.3,4.0,0.21
2023-10-05,Jaipur,27.28,22.77,37.97,-2.72,-17.23,0.25
2023-07-25,Kota,30.74,30.96,67.02,0.74,-9.04,0.36
2023-10-21,Alwar,31.54,58.31,88.51,1.54,18.31,0.53
2023-07-04,Jaipur,25.41,39.38,74.51,-4.59,-0.62,0.46
2023-04-15,Sikar,37.01,3.11,56.11,-0.49,-1.89,0.24
2023-09-19,Kota,33.69,19.34,39.77,3.69,-20.66,0.26
2023-12-30,Udaipur,15.21,2.79,36.48,-4.79,-2.21,0.22
2023-01-30,Jaipur,22.32,5.21,73.63,2.32,0.21,0.34
2023-07-18,Bikaner,32.98,51.03,73.37,2.98,11.03,0.47
2023-09-19,Jaipur,28.02,75.12,77.65,-1.98,35.12,0.54
2023-09-25,Udaipur,34.79,66.29,37.46,4.79,26.29,0.39
2023-11-26,Jodhpur,27.29,101.86,46.09,-2.71,61.86,0.49
2023-01-24,Kota,21.66,0.23,76.91,1.66,-4.77,0.33
2023-08-20,Bikaner,30.19,110.2,58.89,0.19,70.2,0.53
2023-09-22,Jodhpur,25.96,117.96,60.01,-4.04,77.96,0.61
2023-08-30,Jodhpur,27.56,63.59,45.17,-2.44,23.59,0.38
2023-08-04,Jodhpur,32.63,94.44,56.88,2.63,54.44,0.51
2023-07-07,Udaipur,33.51,6.47,56.37,3.51,-33.53,0.29
2023-06-03,Kota,30.63,4.17,69.52,-6.87,-0.83,0.38
2023-05-04,Bharatpur,39.88,4.19,52.17,2.38,-0.81,0.25
2023-12-31,Ajmer,24.19,6.78,49.19,4.19,1.78,0.27
2023-06-24,Alwar,36.64,1.94,82.75,-0.86,-3.06,0.35
2023-09-07,Udaipur,25.76,30.34,77.17,-4.24,-9.66,0.45
2023-12-31,Sikar,22.73,2.02,73.2,2.73,-2.98,0.33
2023-07-17,Bharatpur,28.39,80.75,65.66,-1.61,40.75,0.5
2023-12-07,Jaipur,16.98,1.81,51.04,-3.02,-3.19,0.25
2023-01-03,Pali,16.96,4.67,81.18,-3.04,-0.33,0.38
2023-01-23,Bharatpur,21.71,8.89,76.26,1.71,3.89,0.35
2023-05-31,Jodhpur,33.91,12.73,38.58,-3.59,7.73,0.24
2023-02-25,Udaipur,20.03,9.65,44.36,0.03,4.65,0.2
2023-11-17,Ajmer,33.81,75.66,72.7,3.81,35.66,0.54
2023-12-31,Udaipur,18.64,12.52,61.4,-1.36,7.52,0.3
2023-09-18,Alwar,25.52,108.16,39.18,-4.48,68.16,0.5
2023-11-01,Bikaner,26.22,65.84,47.26,-3.78,25.84,0.42
2023-11-13,Sikar,25.09,118.0,47.98,-4.91,78.0,0.57
2023-06-04,Bharatpur,36.27,13.14,73.61,-1.23,8.14,0.35
2023-08-21,Sikar,25.31,118.5,83.77,-4.69,78.5,0.71
2023-08-05,Alwar,33.03,101.68,55.69,3.03,61.68,0.53
2023-03-21,Udaipur,35.89,4.44,48.06,-1.61,-0.56,0.23
2023-03-21,Bikaner,37.91,4.38,37.69,0.41,-0.62,0.17
2023-11-01,Ajmer,34.63,52.25,45.55,4.63,12.25,0.38
2023-05-06,Bharatpur,40.96,14.57,85.29,3.46,9.57,0.43
2023-07-03,Pali,31.09,43.97,49.3,1.09,3.97,0.33
2023-10-28,Sikar,33.04,76.08,63.33,3.04,36.08,0.5
2023-03-15,Udaipur,42.08,11.11,50.93,4.58,6.11,0.29
2023-05-31,Jaipur,34.69,11.85,35.61,-2.81,6.85,0.21
2023-06-12,Bharatpur,35.21,13.83,54.61,-2.29,8.83,0.29
2023-01-08,Kota,20.0,10.9,66.66,0.0,5.9,0.3
2023-08-11,Pali,34.55,105.25,56.8,4.55,65.25,0.57
2023-11-23,Pali,27.24,97.95,88.42,-2.76,57.95,0.65
2023-12-05,Bharatpur,19.56,14.28,56.37,-0.44,9.28,0.27
2023-12-26,Bikaner,24.74,11.58,83.47,4.74,6.58,0.43
2023-07-24,Jaipur,27.18,23.11,49.35,-2.82,-16.89,0.3
2023-10-26,Udaipur,30.07,56.2,63.86,0.07,16.2,0.41
2023-02-08,Alwar,16.53,6.65,84.78,-3.47,1.65,0.4
2023-10-02,Kota,28.74,96.9,72.31,-1.26,56.9,0.56
2023-07-17,Jaipur,33.06,41.86,63.62,3.06,1.86,0.41
2023-08-20,Bikaner,32.51,61.23,85.27,2.51,21.23,0.54
2023-05-16,Alwar,34.26,13.04,73.92,-3.24,8.04,0.37
2023-05-09,Ajmer,41.41,12.3,64.78,3.91,7.3,0.34
2023-10-25,Kota,31.91,31.0,60.7,1.91,-9.0,0.35
2023-08-10,Jaipur,28.44,45.91,83.0,-1.56,5.91,0.48
2023-05-12,Ajmer,35.6,7.45,87.76,-1.9,2.45,0.4
2023-11-05,Jaipur,31.92,111.7,35.64,1.92,71.7,0.47
2023-01-10,Kota,19.78,8.93,80.22,-0.22,3.93,0.35
2023-06-22,Bikaner,44.81,0.71,75.65,7.31,-4.29,0.4
2023-06-09,Udaipur,40.16,1.43,75.49,2.66,-3.57,0.34
2023-08-10,Udaipur,26.45,111.95,77.32,-3.55,71.95,0.66
2023-10-08,Bharatpur,30.67,57.22,59.28,0.67,17.22,0.4
2023-10-26,Jaipur,31.77,58.76,67.35,1.77,18.76,0.45
2023-02-13,Pali,22.32,2.88,72.39,2.32,-2.12,0.33
2023-03-17,Kota,35.32,2.5,86.37,-2.18,-2.5,0.38
2023-08-25,Jaipur,33.02,90.62,87.63,3.02,50.62,0.63
2023-08-17,Bikaner,25.04,89.08,78.25,-4.96,49.08,0.62
2023-12-12,Jaipur,18.25,7.66,89.27,-1.75,2.66,0.4
2023-11-25,Udaipur,30.3,71.82,77.79,0.3,31.82,0.51
2023-06-25,Alwar,43.18,9.33,60.69,5.68,4.33,0.34
2023-02-22,Sikar,21.6,6.71,37.67,1.6,1.71,0.19
2023-06-05,Ajmer,34.68,7.65,37.45,-2.82,2.65,0.21
2023-09-22,Ajmer,34.89,29.22,72.43,4.89,-10.78,0.43
2023-09-29,Sikar,25.61,24.29,37.71,-4.39,-15.71,0.27
2023-04-27,Kota,32.45,12.4,75.58,-5.05,7.4,0.4
2023-06-23,Sikar,39.0,9.35,72.85,1.5,4.35,0.34
2023-02-12,Alwar,21.98,11.11,42.1,1.98,6.11,0.22
2023-12-02,Bharatpur,15.31,12.86,46.78,-4.69,7.86,0.28
2023-01-18,Jaipur,16.13,3.28,36.97,-3.87,-1.72,0.21
2023-12-16,Jodhpur,23.03,8.12,55.02,3.03,3.12,0.28
2023-07-11,Pali,25.67,88.52,77.25,-4.33,48.52,0.6
2023-07-29,Udaipur,27.41,17.28,80.67,-2.59,-22.72,0.4
2023-12-18,Jaipur,20.62,0.64,52.75,0.62,-4.36,0.22
2023-04-30,Pali,32.61,5.41,68.08,-4.89,0.41,0.35
2023-11-23,Udaipur,30.1,103.23,83.67,0.1,63.23,0.61
2023-03-02,Bikaner,42.96,12.2,65.33,5.46,7.2,0.37
2023-10-15,Kota,28.92,71.39,47.08,-1.08,31.39,0.39
2023-08-01,Pali,34.1,112.43,47.99,4.1,72.43,0.55
2023-06-29,Bikaner,31.13,10.1,56.62,-6.37,5.1,0.34
2023-02-23,Jodhpur,15.24,0.59,88.94,-4.76,-4.41,0.42
2023-09-09,Udaipur,29.94,27.3,84.33,-0.06,-12.7,0.41
2023-03-15,Pali,40.97,13.31,55.06,3.47,8.31,0.3
2023-01-14,Kota,19.75,7.71,70.37,-0.25,2.71,0.31
2023-07-24,Udaipur,33.82,99.81,40.56,3.82,59.81,0.48
2023-06-11,Bikaner,33.37,11.89,55.91,-4.13,6.89,0.31
2023-02-19,Jaipur,22.15,6.28,45.99,2.15,1.28,0.23
2023-05-18,Ajmer,34.08,2.56,89.35,-3.42,-2.44,0.41
2023-09-05,Pali,32.69,36.42,64.85,2.69,-3.58,0.39
2023-12-15,Bharatpur,23.79,8.85,37.46,3.79,3.85,0.22
2023-11-14,Kota,28.22,98.93,51.06,-1.78,58.93,0.49
2023-10-31,Jaipur,27.43,49.44,63.87,-2.57,9.44,0.42
2023-11-19,Jaipur,26.33,88.6,72.88,-3.67,48.6,0.58
2023-01-04,Pali,17.78,14.75,43.72,-2.22,9.75,0.24
2023-04-05,Bikaner,38.07,5.57,57.87,0.57,0.57,0.25
2023-05-21,Sikar,36.07,12.42,70.21,-1.43,7.42,0.33
2023-03-21,Bikaner,38.55,14.48,61.56,1.05,9.48,0.3
2023-03-10,Sikar,38.52,0.9,41.76,1.02,-4.1,0.18
2023-12-31,Jaipur,19.27,9.76,53.71,-0.73,4.76,0.25
2023-02-16,Ajmer,24.4,4.26,82.6,4.4,-0.74,0.4
2023-02-26,Bikaner,19.73,6.38,60.2,-0.27,1.38,0.26
2023-06-16,Alwar,36.94,2.66,67.07,-0.56,-2.34,0.28
2023-01-19,Bharatpur,19.78,2.96,55.85,-0.22,-2.04,0.23
2023-12-18,Pali,16.59,8.07,66.51,-3.41,3.07,0.33
2023-07-25,Jaipur,30.29,86.0,66.29,0.29,46.0,0.5
2023-07-20,Udaipur,25.03,112.13,50.45,-4.97,72.13,0.57
2023-08-25,Bharatpur,33.9,71.11,47.15,3.9,31.11,0.43
2023-10-04,Jodhpur,25.26,46.84,78.58,-4.74,6.84,0.5
2023-10-17,Bikaner,33.61,24.61,85.54,3.61,-15.39,0.46
2023-12-01,Sikar,22.08,12.93,50.79,2.08,7.93,0.27
2023-05-24,Bharatpur,41.87,12.8,68.08,4.37,7.8,0.36
2023-01-18,Bharatpur,20.1,2.53,66.12,0.1,-2.47,0.27
2023-04-22,Pali,43.79,2.86,45.28,6.29,-2.14,0.27
2023-02-03,Kota,21.45,12.89,47.02,1.45,7.89,0.24
2023-08-22,Alwar,32.86,109.38,81.33,2.86,69.38,0.66
2023-07-16,Udaipur,29.75,105.41,83.39,-0.25,65.41,0.62
2023-04-05,Kota,42.48,1.84,77.13,4.98,-3.16,0.38
2023-09-08,Pali,32.16,90.03,56.35,2.16,50.03,0.49
2023-06-07,Udaipur,40.11,10.97,42.84,2.61,5.97,0.24
2023-08-18,Jodhpur,32.19,99.8,50.41,2.19,59.8,0.5
2023-04-01,Sikar,42.38,0.11,42.51,4.88,-4.89,0.24
2023-06-11,Bharatpur,40.7,3.14,76.01,3.2,-1.86,0.36
2023-08-20,Bikaner,34.92,53.91,37.14,4.92,13.91,0.36
2023-08-29,Bharatpur,25.49,101.25,87.11,-4.51,61.25,0.68
2023-09-24,Kota,25.86,94.63,66.7,-4.14,54.63,0.57
2023-02-04,Ajmer,18.92,7.2,35.55,-1.08,2.2,0.18
2023-12-12,Kota,18.88,11.78,76.14,-1.12,6.78,0.35
2023-01-19,Udaipur,16.02,0.69,82.2,-3.98,-4.31,0.38
