sale_date,district,medicine_category,medicine_name,units_sold,daily_sales_growth,7_day_moving_average,demand_spike_flag
2023-12-19,Kota,antibiotic,Amoxicillin,53,0.18,42,0
2023-02-19,Kota,antibiotic,Azithromycin,141,-0.08,134,0
2023-08-22,Sikar,cold,Cetirizine,195,0.86,204,1
2023-11-05,Pali,fever,Aspirin,161,-0.31,174,0
2023-10-04,Jaipur,fever,Ibuprofen,140,-0.41,140,0
2023-02-02,Pali,cold,Cetirizine,110,0.93,117,1
2023-10-28,Sikar,antibiotic,Azithromycin,88,0.44,81,1
2023-05-28,Bharatpur,cold,Chlorpheniramine,104,0.04,117,0
2023-11-10,Udaipur,cold,Cetirizine,93,0.58,80,1
2023-01-03,Bikaner,fever,Aspirin,116,-0.15,130,0
2023-08-13,Jaipur,cold,Cetirizine,187,0.52,192,1
2023-01-18,Pali,cough,Dextromethorphan,159,0.42,173,1
2023-05-19,Pali,cough,Dextromethorphan,76,-0.52,72,0
2023-12-02,Bharatpur,cold,Chlorpheniramine,41,-0.61,53,0
2023-11-24,Udaipur,antibiotic,Amoxicillin,100,-0.45,109,0
2023-07-14,Udaipur,fever,Aspirin,214,0.25,201,0
2023-01-21,Kota,antibiotic,Azithromycin,121,-0.14,131,0
2023-02-26,Jodhpur,fever,Aspirin,180,0.06,187,0
2023-07-30,Jaipur,cough,Bromhexine,178,0.75,183,1
2023-05-31,Bikaner,cold,Cetirizine,99,-0.04,105,0
2023-07-17,Kota,cough,Bromhexine,133,-0.16,123,0
2023-07-17,Alwar,cough,Bromhexine,126,0.24,125,0
2023-06-11,Pali,cough,Bromhexine,175,0.13,165,0
2023-08-17,Kota,cough,Bromhexine,216,0.62,215,1
2023-10-13,Ajmer,fever,Aspirin,274,0.1,278,0
2023-06-24,Bharatpur,fever,Aspirin,180,0.4,166,1
2023-01-06,Jaipur,cold,Chlorpheniramine,94,0.12,105,0
2023-04-13,Sikar,fever,Aspirin,144,0.35,150,1
2023-05-30,Bharatpur,cough,Bromhexine,188,0.13,201,0
2023-06-30,Pali,cold,Cetirizine,54,-0.51,67,0
2023-08-28,Sikar,antibiotic,Amoxicillin,52,-0.35,51,0
2023-11-25,Ajmer,fever,Aspirin,223,-0.19,209,0
2023-12-20,Jodhpur,cough,Dextromethorphan,74,-0.6,84,0
2023-03-03,Kota,antibiotic,Azithromycin,59,-0.51,58,0
2023-01-08,Kota,cough,Dextromethorphan,152,0.14,166,0
2023-01-19,Alwar,fever,Ibuprofen,236,0.25,226,0
2023-05-07,Ajmer,cough,Dextromethorphan,85,-0.59,76,0
2023-10-26,Bharatpur,cold,Cetirizine,59,1.46,48,1
2023-04-13,Alwar,antibiotic,Amoxicillin,197,-0.01,210,0
2023-09-11,Udaipur,fever,Paracetamol,270,0.17,256,0
2023-12-20,Bharatpur,cold,Chlorpheniramine,25,-0.39,31,0
2023-05-14,Ajmer,antibiotic,Amoxicillin,123,2.0,134,1
2023-10-07,Bikaner,fever,Ibuprofen,148,-0.06,141,0
2023-06-06,Bikaner,cold,Chlorpheniramine,92,-0.09,94,0
2023-08-02,Pali,fever,Ibuprofen,107,-0.18,121,0
2023-08-12,Udaipur,antibiotic,Amoxicillin,147,0.47,134,1
2023-12-07,Bharatpur,fever,Paracetamol,181,0.21,187,0
2023-09-15,Bharatpur,cold,Cetirizine,70,0.19,70,0
2023-10-30,Alwar,fever,Paracetamol,224,0.14,238,0
2023-04-05,Kota,antibiotic,Amoxicillin,156,1.94,150,1
2023-01-29,Sikar,cold,Chlorpheniramine,165,0.03,179,0
2023-12-08,Bharatpur,cold,Chlorpheniramine,132,4.28,122,1
2023-04-22,Bikaner,cough,Dextromethorphan,197,0.47,185,1
2023-07-03,Pali,antibiotic,Azithromycin,98,1.97,84,1
2023-04-04,Alwar,fever,Ibuprofen,89,-0.62,90,0
2023-07-22,Ajmer,cold,Chlorpheniramine,111,-0.21,117,0
2023-02-20,Jaipur,antibiotic,Amoxicillin,93,0.35,92,1
2023-07-12,Kota,cold,Chlorpheniramine,184,0.12,170,0
2023-02-20,Pali,antibiotic,Amoxicillin,123,1.41,133,1
2023-03-28,Alwar,fever,Ibuprofen,90,0.01,80,0
2023-06-06,Bharatpur,antibiotic,Amoxicillin,51,-0.69,65,0
2023-05-10,Udaipur,cold,Chlorpheniramine,143,1.04,142,1
2023-04-16,Alwar,cold,Cetirizine,142,0.21,136,0
2023-03-14,Sikar,fever,Paracetamol,178,-0.3,186,0
2023-10-13,Alwar,fever,Ibuprofen,241,1.68,250,1
2023-08-17,Udaipur,fever,Paracetamol,69,-0.74,62,0
2023-09-08,Jodhpur,cold,Cetirizine,83,-0.52,82,0
2023-04-27,Alwar,cold,Cetirizine,102,-0.28,103,0
2023-08-11,Bharatpur,antibiotic,Azithromycin,139,0.14,149,0
2023-06-29,Udaipur,antibiotic,Amoxicillin,71,-0.52,61,0
2023-10-17,Alwar,antibiotic,Azithromycin,181,0.05,185,0
2023-03-01,Alwar,cough,Bromhexine,233,0.85,227,1
2023-11-24,Jaipur,cold,Chlorpheniramine,88,-0.06,102,0
2023-01-25,Alwar,cough,Bromhexine,195,-0.16,202,0
2023-03-23,Jaipur,cold,Chlorpheniramine,36,-0.59,21,0
2023-06-08,Jaipur,cold,Chlorpheniramine,158,3.39,171,1
2023-08-18,Alwar,antibiotic,Azithromycin,112,-0.38,101,0
2023-03-14,Sikar,cold,Chlorpheniramine,85,-0.48,76,0
2023-12-16,Pali,antibiotic,Amoxicillin,65,-0.47,68,0
2023-07-22,Sikar,cough,Bromhexine,100,-0.4,107,0
2023-05-08,Ajmer,antibiotic,Azithromycin,133,5.33,127,1
2023-03-26,Ajmer,antibiotic,Azithromycin,35,-0.74,22,0
2023-10-14,Bikaner,cough,Bromhexine,141,0.17,142,0
2023-08-17,Kota,fever,Ibuprofen,122,-0.46,117,0
2023-01-17,Jodhpur,antibiotic,Azithromycin,73,-0.12,58,0
2023-07-20,Jodhpur,antibiotic,Azithromycin,188,1.58,199,1
2023-09-30,Kota,antibiotic,Amoxicillin,144,-0.08,142,0
2023-08-08,Ajmer,cough,Dextromethorphan,207,1.44,203,1
2023-01-19,Udaipur,cough,Bromhexine,38,-0.79,47,0
2023-09-10,Jodhpur,antibiotic,Amoxicillin,33,-0.81,20,0
2023-02-21,Sikar,antibiotic,Azithromycin,136,0.55,148,1
2023-12-26,Alwar,cold,Cetirizine,62,-0.39,61,0
2023-06-21,Kota,fever,Ibuprofen,102,-0.16,98,0
2023-10-08,Jaipur,antibiotic,Amoxicillin,44,-0.53,37,0
2023-08-14,Udaipur,fever,Aspirin,148,-0.31,135,0
2023-07-16,Jaipur,cough,Dextromethorphan,206,1.04,199,1
2023-01-25,Sikar,fever,Aspirin,167,0.16,155,0
2023-11-21,Udaipur,fever,Aspirin,141,-0.05,146,0
2023-09-22,Jaipur,cough,Dextromethorphan,124,-0.4,126,0
2023-07-22,Jodhpur,fever,Aspirin,129,-0.28,120,0
2023-02-28,Ajmer,cough,Dextromethorphan,115,-0.44,122,0
2023-05-10,Udaipur,antibiotic,Amoxicillin,188,1.65,181,1
2023-09-24,Udaipur,fever,Aspirin,290,1.06,285,1
2023-06-15,Pali,antibiotic,Amoxicillin,192,1.95,199,1
2023-10-17,Bikaner,cough,Bromhexine,102,-0.28,116,0
2023-01-30,Ajmer,cold,Cetirizine,198,0.22,212,0
2023-01-11,Udaipur,fever,Paracetamol,110,0.59,100,1
2023-08-05,Ajmer,fever,Aspirin,194,-0.13,202,0
2023-11-21,Sikar,fever,Aspirin,168,0.01,163,0
2023-08-26,Sikar,antibiotic,Azithromycin,148,0.09,157,0
2023-01-13,Bikaner,fever,Paracetamol,264,0.93,271,1
2023-08-06,Jodhpur,fever,Aspirin,170,0.32,177,1
2023-06-10,Ajmer,cough,Dextromethorphan,118,0.03,110,0
2023-12-20,Ajmer,cough,Bromhexine,31,-0.66,38,0
2023-02-21,Pali,cold,Cetirizine,66,0.22,69,0
2023-01-19,Sikar,cough,Bromhexine,198,0.98,206,1
2023-12-30,Bikaner,cold,Cetirizine,137,0.38,124,1
2023-01-27,Sikar,antibiotic,Azithromycin,48,-0.68,51,0
2023-08-10,Alwar,fever,Ibuprofen,131,-0.46,116,0
2023-07-09,Jaipur,cold,Cetirizine,131,-0.3,122,0
2023-11-13,Jodhpur,cold,Chlorpheniramine,75,0.74,64,1
2023-06-23,Bikaner,fever,Aspirin,241,1.08,247,1
2023-01-30,Sikar,fever,Paracetamol,165,-0.07,178,0
2023-06-19,Ajmer,cough,Dextromethorphan,214,0.81,215,1
2023-10-14,Sikar,cold,Chlorpheniramine,151,0.78,141,1
2023-09-03,Pali,antibiotic,Amoxicillin,21,-0.89,14,0
2023-12-25,Ajmer,cold,Chlorpheniramine,21,-0.81,11,0
2023-07-05,Jaipur,fever,Ibuprofen,97,-0.31,98,0
2023-06-12,Udaipur,antibiotic,Azithromycin,106,2.79,117,1
2023-04-02,Bharatpur,cough,Bromhexine,81,-0.57,95,0
2023-09-07,Pali,cold,Chlorpheniramine,44,-0.02,52,0
2023-08-04,Jodhpur,fever,Aspirin,87,-0.49,92,0
2023-05-03,Jodhpur,cough,Bromhexine,113,0.47,109,1
2023-02-28,Ajmer,antibiotic,Amoxicillin,167,0.36,166,1
2023-01-30,Ajmer,cough,Dextromethorphan,48,-0.78,46,0
2023-08-14,Pali,cough,Bromhexine,66,-0.62,80,0
2023-12-21,Ajmer,cough,Bromhexine,78,1.52,71,1
2023-01-24,Pali,cough,Dextromethorphan,166,1.18,174,1
2023-03-27,Udaipur,cough,Bromhexine,114,2.0,101,1
2023-09-20,Bikaner,cold,Cetirizine,78,-0.43,77,0
2023-05-05,Alwar,fever,Ibuprofen,146,0.11,147,0
2023-12-11,Jodhpur,cough,Dextromethorphan,138,0.86,139,1
2023-10-05,Alwar,cough,Bromhexine,190,-0.03,195,0
2023-09-25,Bikaner,cold,Cetirizine,188,1.41,185,1
2023-06-06,Bikaner,cold,Cetirizine,50,-0.73,39,0
2023-01-27,Ajmer,fever,Paracetamol,205,0.05,193,0
2023-10-24,Bikaner,fever,Aspirin,112,-0.54,99,0
2023-09-08,Udaipur,cough,Dextromethorphan,147,-0.2,155,0
2023-01-12,Sikar,cold,Cetirizine,140,-0.28,135,0
2023-05-09,Sikar,cough,Bromhexine,205,0.04,217,0
2023-06-06,Bikaner,fever,Paracetamol,138,-0.48,148,0
2023-08-07,Sikar,cold,Chlorpheniramine,164,0.09,161,0
2023-12-13,Udaipur,fever,Aspirin,157,-0.46,151,0
2023-01-01,Ajmer,cold,Cetirizine,149,-0.25,134,0
2023-05-26,Bikaner,cough,Bromhexine,114,0.12,101,0
2023-02-27,Pali,cold,Cetirizine,86,0.3,85,0
2023-08-10,Alwar,antibiotic,Azithromycin,91,-0.19,97,0
2023-08-01,Alwar,antibiotic,Azithromycin,94,0.03,87,0
2023-09-07,Sikar,cough,Bromhexine,193,-0.06,178,0
2023-04-15,Jaipur,cold,Chlorpheniramine,191,0.21,184,0
2023-10-17,Bharatpur,antibiotic,Amoxicillin,153,2.0,142,1
2023-11-28,Sikar,fever,Ibuprofen,142,1.22,140,1
2023-06-10,Jodhpur,cough,Dextromethorphan,200,0.45,203,1
2023-07-09,Ajmer,cold,Cetirizine,32,-0.79,37,0
2023-06-27,Alwar,antibiotic,Amoxicillin,85,-0.57,93,0
2023-11-25,Bikaner,fever,Aspirin,99,-0.12,102,0
2023-02-12,Udaipur,fever,Ibuprofen,95,-0.11,85,0
2023-11-23,Alwar,cold,Chlorpheniramine,82,-0.27,82,0
2023-02-09,Ajmer,cold,Cetirizine,153,3.78,163,1
2023-10-27,Ajmer,cough,Dextromethorphan,207,3.31,200,1
2023-09-01,Kota,antibiotic,Azithromycin,104,0.76,113,1
2023-01-08,Pali,cold,Chlorpheniramine,53,0.2,64,0
2023-10-02,Sikar,fever,Paracetamol,231,0.4,221,1
2023-07-20,Alwar,cough,Dextromethorphan,64,0.21,64,0
2023-04-18,Bharatpur,cough,Dextromethorphan,212,2.48,204,1
2023-10-03,Udaipur,cold,Cetirizine,90,-0.03,103,0
2023-08-14,Pali,antibiotic,Azithromycin,34,-0.65,33,0
2023-03-31,Alwar,fever,Ibuprofen,183,0.25,183,0
2023-01-20,Jaipur,fever,Ibuprofen,136,0.4,147,1
2023-01-19,Bharatpur,cold,Cetirizine,159,1.27,157,1
2023-12-29,Sikar,cough,Bromhexine,177,-0.08,178,0
2023-01-02,Kota,fever,Paracetamol,175,-0.31,186,0
2023-12-20,Ajmer,antibiotic,Amoxicillin,174,0.04,177,0
2023-01-30,Ajmer,fever,Ibuprofen,157,-0.26,164,0
2023-11-12,Jodhpur,cold,Cetirizine,48,-0.42,38,0
2023-06-08,Jodhpur,antibiotic,Amoxicillin,63,0.91,73,1
2023-07-06,Sikar,antibiotic,Amoxicillin,90,0.73,77,1
2023-04-29,Jodhpur,fever,Ibuprofen,226,0.58,222,1
2023-03-24,Pali,cough,Bromhexine,187,1.83,183,1
2023-09-18,Bikaner,fever,Ibuprofen,128,-0.14,127,0
2023-04-03,Jaipur,cough,Dextromethorphan,123,-0.01,123,0
2023-04-30,Udaipur,cough,Bromhexine,85,-0.25,78,0
2023-07-24,Ajmer,cough,Dextromethorphan,182,-0.12,185,0
2023-01-16,Jodhpur,antibiotic,Azithromycin,89,-0.53,77,0
2023-01-23,Sikar,cold,Chlorpheniramine,165,0.01,164,0
2023-07-19,Bikaner,cold,Cetirizine,127,1.54,129,1
2023-05-17,Jodhpur,cold,Cetirizine,162,2.38,150,1
2023-06-17,Udaipur,antibiotic,Azithromycin,170,0.6,172,1
2023-04-15,Sikar,cough,Dextromethorphan,203,-0.14,190,0
2023-08-12,Jaipur,fever,Paracetamol,242,-0.02,243,0
2023-11-13,Pali,cough,Dextromethorphan,124,-0.25,126,0
2023-05-28,Jaipur,antibiotic,Azithromycin,156,-0.08,153,0
2023-04-04,Kota,cough,Bromhexine,174,-0.19,169,0
2023-03-10,Pali,cold,Cetirizine,104,0.21,105,0
2023-03-25,Udaipur,antibiotic,Amoxicillin,180,-0.04,179,0
2023-05-29,Kota,antibiotic,Azithromycin,140,0.35,139,1
2023-08-02,Alwar,antibiotic,Azithromycin,126,0.34,129,1
2023-11-13,Udaipur,fever,Aspirin,111,-0.29,105,0
2023-05-23,Kota,cough,Dextromethorphan,179,0.18,192,0
2023-11-14,Udaipur,cold,Chlorpheniramine,141,-0.01,155,0
2023-05-12,Jodhpur,fever,Paracetamol,108,-0.14,107,0
2023-04-09,Jaipur,cough,Bromhexine,126,-0.29,115,0
2023-03-09,Jodhpur,fever,Aspirin,145,0.67,143,1
2023-03-25,Pali,antibiotic,Azithromycin,136,3.0,132,1
2023-02-23,Alwar,cough,Dextromethorphan,234,2.66,240,1
2023-09-05,Alwar,fever,Paracetamol,223,-0.0,228,0
2023-08-17,Bharatpur,antibiotic,Azithromycin,130,-0.06,141,0
2023-07-13,Alwar,antibiotic,Azithromycin,177,0.4,184,1
2023-02-11,Kota,fever,Ibuprofen,109,0.07,100,0
2023-03-21,Ajmer,fever,Aspirin,159,-0.18,154,0
2023-01-10,Ajmer,cold,Cetirizine,128,-0.16,119,0
2023-04-14,Ajmer,cold,Chlorpheniramine,192,8.14,179,1
2023-10-25,Pali,antibiotic,Azithromycin,150,0.1,154,0
2023-06-07,Kota,antibiotic,Azithromycin,132,-0.06,136,0
2023-09-22,Ajmer,fever,Ibuprofen,174,0.11,172,0
2023-08-14,Alwar,fever,Aspirin,265,0.13,258,0
2023-02-04,Udaipur,cold,Cetirizine,48,-0.47,52,0
2023-11-18,Jaipur,cough,Bromhexine,133,0.06,141,0
2023-08-06,Ajmer,antibiotic,Azithromycin,133,2.8,144,1
2023-11-10,Bharatpur,antibiotic,Amoxicillin,193,0.26,183,0
2023-05-12,Udaipur,cold,Cetirizine,173,2.6,167,1
2023-06-15,Jaipur,cough,Bromhexine,50,-0.62,52,0
2023-04-06,Ajmer,cough,Bromhexine,226,1.9,221,1
2023-05-21,Alwar,cough,Bromhexine,63,-0.67,69,0
2023-09-19,Udaipur,cold,Chlorpheniramine,41,-0.71,28,0
2023-05-14,Pali,cold,Cetirizine,66,-0.37,60,0
2023-11-29,Kota,cold,Cetirizine,136,0.89,128,1
2023-03-16,Udaipur,cough,Dextromethorphan,78,-0.47,77,0
2023-04-18,Bharatpur,fever,Paracetamol,192,0.06,183,0
2023-05-01,Udaipur,cough,Dextromethorphan,220,1.82,233,1
2023-11-02,Jodhpur,fever,Paracetamol,132,0.22,127,0
2023-08-24,Bikaner,fever,Paracetamol,146,0.06,133,0
2023-11-03,Bharatpur,fever,Aspirin,267,0.48,259,1
2023-08-08,Sikar,antibiotic,Azithromycin,186,2.88,197,1
2023-11-10,Alwar,cold,Cetirizine,146,1.35,133,1
2023-03-14,Jodhpur,antibiotic,Azithromycin,21,-0.76,30,0
2023-09-28,Pali,cough,Dextromethorphan,144,0.16,158,0
2023-02-09,Bikaner,cough,Bromhexine,214,0.88,217,1
2023-12-12,Sikar,cough,Dextromethorphan,196,-0.03,183,0
2023-03-20,Bikaner,fever,Paracetamol,289,0.98,300,1
2023-10-08,Jodhpur,fever,Ibuprofen,121,-0.46,132,0
2023-01-23,Kota,cough,Dextromethorphan,48,-0.73,42,0
2023-08-01,Sikar,antibiotic,Amoxicillin,20,-0.78,9,0
2023-03-23,Udaipur,antibiotic,Amoxicillin,88,-0.51,97,0
2023-09-24,Sikar,antibiotic,Amoxicillin,138,5.9,151,1
2023-05-13,Jaipur,antibiotic,Azithromycin,177,0.13,175,0
2023-03-10,Jaipur,cough,Bromhexine,163,2.26,165,1
2023-05-05,Sikar,cough,Dextromethorphan,194,-0.01,185,0
2023-03-06,Pali,cold,Chlorpheniramine,71,0.34,56,1
2023-04-11,Bharatpur,cough,Bromhexine,204,1.52,199,1
2023-09-01,Jodhpur,antibiotic,Amoxicillin,115,0.83,101,1
2023-12-18,Sikar,antibiotic,Amoxicillin,171,0.24,159,0
2023-01-09,Kota,cold,Chlorpheniramine,145,-0.21,142,0
2023-11-13,Sikar,fever,Aspirin,161,-0.04,162,0
2023-08-27,Alwar,antibiotic,Azithromycin,94,-0.47,90,0
2023-04-16,Udaipur,fever,Paracetamol,69,-0.37,79,0
2023-12-31,Kota,cough,Bromhexine,203,0.17,193,0
2023-01-10,Jaipur,antibiotic,Azithromycin,91,-0.49,104,0
2023-05-30,Pali,cold,Chlorpheniramine,152,1.14,151,1
2023-10-14,Jodhpur,antibiotic,Azithromycin,126,5.0,131,1
2023-03-21,Pali,fever,Ibuprofen,95,-0.11,84,0
2023-11-22,Alwar,cold,Chlorpheniramine,120,0.46,108,1
2023-10-27,Ajmer,cold,Chlorpheniramine,92,-0.52,83,0
2023-03-29,Jaipur,fever,Aspirin,192,-0.05,180,0
2023-01-03,Bikaner,cough,Bromhexine,55,-0.74,55,0
2023-02-28,Jaipur,cough,Dextromethorphan,63,-0.49,65,0
2023-12-13,Jodhpur,cough,Dextromethorphan,239,0.2,251,0
2023-04-19,Jodhpur,cough,Dextromethorphan,191,-0.2,205,0
2023-10-14,Alwar,cold,Chlorpheniramine,98,-0.18,101,0
2023-03-05,Sikar,fever,Aspirin,188,0.17,183,0
2023-04-13,Sikar,fever,Aspirin,170,-0.1,174,0
2023-12-24,Bharatpur,fever,Paracetamol,175,-0.09,175,0
2023-02-25,Udaipur,fever,Ibuprofen,201,1.12,208,1
2023-09-17,Alwar,cough,Bromhexine,204,2.24,191,1
2023-01-15,Sikar,cough,Dextromethorphan,217,0.12,216,0
2023-06-15,Pali,antibiotic,Amoxicillin,94,3.48,86,1
2023-07-11,Alwar,fever,Paracetamol,192,-0.14,200,0
2023-12-15,Kota,fever,Paracetamol,80,-0.54,68,0
2023-12-31,Jaipur,antibiotic,Azithromycin,30,-0.67,38,0
2023-07-02,Sikar,cold,Chlorpheniramine,193,0.17,194,0
2023-12-14,Pali,cough,Dextromethorphan,129,-0.1,131,0
2023-05-17,Alwar,antibiotic,Azithromycin,164,0.74,172,1
2023-06-19,Jodhpur,cold,Cetirizine,85,-0.48,88,0
2023-11-28,Alwar,cold,Chlorpheniramine,62,-0.37,50,0
2023-01-14,Bikaner,cold,Chlorpheniramine,92,0.0,88,0
2023-04-18,Bikaner,cough,Dextromethorphan,71,-0.64,82,0
2023-04-03,Udaipur,cold,Cetirizine,92,-0.47,98,0
2023-01-31,Bharatpur,cough,Dextromethorphan,85,-0.6,98,0
2023-08-24,Pali,cold,Chlorpheniramine,164,0.08,175,0
2023-05-16,Sikar,fever,Aspirin,244,0.44,242,1
2023-11-11,Udaipur,fever,Paracetamol,143,1.07,138,1
2023-09-25,Bikaner,fever,Ibuprofen,167,0.3,160,0
2023-06-19,Bharatpur,antibiotic,Azithromycin,114,-0.12,101,0
2023-04-11,Jaipur,cough,Dextromethorphan,91,0.44,95,1
2023-02-13,Pali,cough,Dextromethorphan,82,-0.36,89,0
2023-12-18,Jaipur,cold,Chlorpheniramine,123,-0.36,109,0
2023-07-30,Jodhpur,cough,Dextromethorphan,172,-0.1,184,0
2023-10-18,Ajmer,cough,Bromhexine,234,0.04,237,0
2023-11-09,Bharatpur,fever,Aspirin,119,-0.55,105,0
2023-03-19,Udaipur,cold,Chlorpheniramine,163,2.98,177,1
2023-12-07,Udaipur,fever,Paracetamol,232,0.62,235,1
2023-03-22,Alwar,fever,Paracetamol,143,-0.26,155,0
2023-03-27,Udaipur,antibiotic,Azithromycin,21,-0.88,28,0
2023-09-30,Pali,cold,Cetirizine,96,0.45,93,1
2023-02-24,Bharatpur,fever,Aspirin,159,0.34,163,1
2023-03-08,Bikaner,antibiotic,Azithromycin,68,1.96,65,1
2023-06-12,Sikar,antibiotic,Amoxicillin,133,-0.22,130,0
2023-06-08,Udaipur,antibiotic,Azithromycin,65,2.1,70,1
2023-07-01,Alwar,antibiotic,Azithromycin,180,0.1,194,0
2023-02-25,Sikar,cough,Bromhexine,195,0.1,192,0
2023-02-17,Bharatpur,cold,Chlorpheniramine,103,-0.22,90,0
2023-11-04,Kota,cold,Cetirizine,102,-0.25,109,0
2023-08-14,Ajmer,cough,Dextromethorphan,108,-0.41,104,0
2023-05-28,Bikaner,antibiotic,Azithromycin,107,0.57,111,1
2023-10-25,Kota,fever,Ibuprofen,162,0.49,159,1
2023-11-22,Pali,cough,Bromhexine,162,-0.13,165,0
2023-12-09,Sikar,cold,Chlorpheniramine,86,-0.55,83,0
2023-05-24,Bikaner,cough,Dextromethorphan,206,1.9,211,1
2023-09-17,Kota,cough,Bromhexine,94,-0.54,102,0
2023-03-23,Pali,antibiotic,Azithromycin,118,-0.21,111,0
2023-02-06,Pali,antibiotic,Amoxicillin,20,-0.79,32,0
2023-02-20,Bikaner,fever,Aspirin,243,1.45,235,1
2023-01-09,Sikar,antibiotic,Azithromycin,185,-0.01,186,0
2023-03-26,Udaipur,cough,Dextromethorphan,88,-0.6,80,0
2023-02-11,Bharatpur,fever,Ibuprofen,144,0.31,135,1
2023-01-25,Ajmer,cough,Dextromethorphan,76,-0.3,65,0
2023-08-27,Alwar,cough,Dextromethorphan,231,-0.01,225,0
2023-03-15,Alwar,cough,Bromhexine,212,0.04,200,0
2023-10-09,Udaipur,antibiotic,Azithromycin,168,1.58,182,1
2023-05-17,Jodhpur,cold,Cetirizine,128,0.51,137,1
2023-12-10,Kota,cough,Bromhexine,171,0.82,176,1
2023-07-17,Ajmer,cold,Cetirizine,76,-0.41,73,0
2023-08-17,Udaipur,antibiotic,Amoxicillin,150,0.7,151,1
2023-07-10,Udaipur,cold,Cetirizine,40,-0.57,47,0
2023-06-18,Bikaner,fever,Ibuprofen,124,-0.26,134,0
2023-01-06,Kota,antibiotic,Amoxicillin,35,-0.76,31,0
2023-01-29,Jodhpur,fever,Paracetamol,245,0.86,243,1
2023-12-15,Kota,antibiotic,Amoxicillin,96,1.74,82,1
2023-04-25,Alwar,antibiotic,Azithromycin,69,-0.62,75,0
2023-11-07,Kota,cough,Dextromethorphan,96,1.0,96,1
2023-03-16,Bharatpur,cold,Cetirizine,65,-0.59,70,0
2023-02-01,Jaipur,antibiotic,Amoxicillin,155,2.52,146,1
2023-10-19,Jodhpur,cough,Bromhexine,141,0.25,146,0
2023-12-17,Bharatpur,cough,Dextromethorphan,113,0.33,123,1
2023-11-10,Pali,antibiotic,Amoxicillin,117,4.85,107,1
2023-06-29,Bharatpur,cold,Cetirizine,115,0.77,109,1
2023-02-12,Pali,cough,Bromhexine,149,-0.08,154,0
2023-06-07,Pali,cold,Cetirizine,55,-0.43,63,0
2023-01-17,Ajmer,cold,Cetirizine,189,1.49,190,1
2023-09-30,Udaipur,cough,Bromhexine,86,0.01,75,0
2023-11-15,Kota,fever,Paracetamol,174,1.18,188,1
2023-10-29,Jaipur,fever,Aspirin,196,0.02,204,0
2023-01-19,Jodhpur,cough,Bromhexine,234,0.66,224,1
2023-06-18,Udaipur,fever,Aspirin,242,1.18,240,1
2023-06-18,Bikaner,cold,Chlorpheniramine,138,0.5,149,1
2023-04-18,Kota,antibiotic,Azithromycin,181,0.37,181,1
2023-06-17,Pali,cold,Chlorpheniramine,190,0.16,196,0
2023-10-15,Ajmer,cough,Bromhexine,40,-0.83,52,0
2023-11-05,Bikaner,cough,Bromhexine,118,1.15,115,1
2023-12-02,Alwar,cough,Bromhexine,156,-0.26,161,0
2023-09-14,Jaipur,cold,Chlorpheniramine,119,-0.03,122,0
2023-01-24,Kota,cold,Chlorpheniramine,44,-0.7,47,0
2023-01-01,Kota,cold,Cetirizine,101,-0.01,112,0
2023-08-29,Alwar,cough,Dextromethorphan,57,-0.75,44,0
2023-10-13,Sikar,cold,Chlorpheniramine,139,0.62,128,1
2023-11-17,Pali,cough,Bromhexine,199,0.34,199,1
2023-12-02,Kota,antibiotic,Azithromycin,179,-0.01,183,0
2023-08-02,Jodhpur,cough,Dextromethorphan,58,-0.66,45,0
2023-08-16,Alwar,antibiotic,Azithromycin,197,1.86,209,1
2023-03-27,Kota,antibiotic,Amoxicillin,186,0.94,175,1
2023-12-13,Udaipur,antibiotic,Amoxicillin,101,-0.33,110,0
2023-08-08,Sikar,cough,Dextromethorphan,89,-0.59,74,0
2023-04-28,Udaipur,cold,Cetirizine,108,1.7,94,1
2023-08-26,Bikaner,cold,Cetirizine,42,-0.67,43,0
2023-01-17,Bikaner,antibiotic,Amoxicillin,88,-0.37,91,0
2023-11-03,Bikaner,cold,Chlorpheniramine,76,-0.45,78,0
2023-05-24,Alwar,fever,Paracetamol,131,-0.08,123,0
2023-09-13,Pali,cold,Chlorpheniramine,95,-0.5,90,0
2023-12-05,Kota,fever,Ibuprofen,166,0.02,165,0
2023-01-20,Udaipur,fever,Aspirin,121,-0.5,131,0
2023-01-08,Pali,cough,Dextromethorphan,75,-0.09,74,0
2023-01-28,Sikar,cold,Chlorpheniramine,78,-0.44,85,0
2023-03-09,Bharatpur,antibiotic,Amoxicillin,32,-0.83,45,0
2023-05-03,Pali,fever,Ibuprofen,227,1.39,218,1
2023-10-08,Ajmer,antibiotic,Amoxicillin,153,-0.12,164,0
2023-03-09,Kota,cold,Chlorpheniramine,50,0.14,48,0
2023-10-31,Sikar,cough,Dextromethorphan,34,-0.62,26,0
2023-10-09,Pali,fever,Ibuprofen,136,-0.4,125,0
2023-11-07,Sikar,cough,Bromhexine,191,-0.02,177,0
2023-09-06,Ajmer,antibiotic,Amoxicillin,157,0.03,153,0
2023-01-04,Bharatpur,cough,Bromhexine,108,-0.47,111,0
2023-01-23,Bikaner,fever,Ibuprofen,80,-0.35,88,0
2023-11-10,Bikaner,cough,Bromhexine,217,0.84,223,1
2023-04-22,Bikaner,cough,Bromhexine,189,-0.13,192,0
