report_date,district,disease_name,confirmed_cases,recovered_cases,death_count,outbreak_status,weekly_case_growth,historical_average_cases
2023-04-30,Jodhpur,COVID-19,33,28,0,Low,-0.79,27
2023-09-03,Alwar,Malaria,4,3,0,Low,-0.95,2
2023-02-12,Pali,Dengue,29,24,0,Low,-0.7,23
2023-06-19,Kota,Dengue,99,76,1,Low,-0.03,99
2023-09-20,Ajmer,COVID-19,82,69,1,Low,-0.69,68
2023-07-22,Bikaner,Dengue,90,55,2,Medium,1.9,94
2023-02-11,Udaipur,Dengue,110,80,2,Low,0.02,101
2023-07-19,Sikar,COVID-19,43,31,0,High,0.87,36
2023-10-19,Sikar,Malaria,48,30,0,Low,-0.27,36
2023-08-15,Alwar,Malaria,38,32,0,High,8.5,26
2023-11-07,Sikar,Dengue,17,15,0,Low,-0.37,18
2023-04-17,Kota,Malaria,47,42,0,Low,-0.36,33
2023-06-26,Pali,Dengue,76,65,0,High,1.62,61
2023-06-22,Bikaner,COVID-19,259,232,6,High,0.84,200
2023-09-12,Kota,COVID-19,127,97,0,Low,-0.03,103
2023-11-21,Bikaner,COVID-19,243,184,4,Low,-0.06,190
2023-12-21,Alwar,COVID-19,215,189,2,High,0.34,161
2023-02-09,Alwar,Dengue,24,20,0,Low,-0.74,23
2023-05-06,Udaipur,Malaria,74,53,0,High,0.68,64
2023-02-27,Sikar,Malaria,52,41,0,Low,0.08,46
2023-06-09,Kota,Malaria,14,11,0,Low,-0.7,15
2023-02-11,Jodhpur,COVID-19,276,228,7,High,7.36,238
2023-09-12,Bikaner,Dengue,116,86,1,Medium,0.29,95
2023-02-03,Alwar,COVID-19,136,106,1,Low,-0.37,127
2023-07-11,Kota,Malaria,22,18,0,High,0.57,17
2023-10-17,Bikaner,Dengue,19,14,0,Low,-0.84,17
2023-05-03,Jodhpur,Malaria,72,51,1,Low,0.0,66
2023-11-05,Alwar,Malaria,79,61,1,High,1.08,60
2023-06-16,Pali,Malaria,24,14,0,Medium,0.14,25
2023-05-27,Ajmer,Malaria,27,21,0,Medium,0.69,29
2023-11-29,Alwar,COVID-19,110,80,2,Low,-0.19,77
2023-10-03,Pali,COVID-19,257,177,7,High,3.76,221
2023-09-15,Alwar,Malaria,3,2,0,Low,-0.96,2
2023-11-10,Jaipur,COVID-19,28,21,0,Low,-0.8,20
2023-01-27,Jaipur,Malaria,31,18,0,High,0.82,23
2023-03-21,Kota,Dengue,47,30,1,Low,-0.53,44
2023-02-18,Udaipur,Dengue,66,50,1,Low,-0.4,53
2023-01-29,Jaipur,Dengue,31,24,0,Low,-0.53,28
2023-11-02,Udaipur,Malaria,65,45,1,Low,-0.12,49
2023-01-28,Kota,Malaria,71,48,1,Medium,2.23,73
2023-11-11,Ajmer,COVID-19,211,157,3,Medium,1.57,226
2023-07-17,Pali,Malaria,21,16,0,Low,-0.12,19
2023-04-02,Pali,Malaria,64,47,0,High,2.05,60
2023-03-15,Kota,Malaria,72,61,1,Low,0.01,66
2023-04-22,Sikar,Dengue,23,14,0,High,0.35,21
2023-09-26,Alwar,Malaria,57,46,1,High,18.0,48
2023-10-16,Pali,Dengue,112,72,2,Medium,0.47,118
2023-01-19,Jodhpur,Dengue,111,83,1,Medium,0.25,102
2023-09-29,Pali,Malaria,3,2,0,Low,-0.95,2
2023-05-30,Alwar,Malaria,49,37,0,Low,-0.14,34
2023-11-01,Sikar,COVID-19,195,152,1,High,3.53,148
2023-12-14,Kota,COVID-19,161,114,3,Medium,0.27,144
2023-03-06,Jaipur,Dengue,69,47,1,High,1.23,55
2023-09-08,Kota,COVID-19,121,85,2,Low,-0.25,105
2023-11-16,Bharatpur,Dengue,100,68,0,High,1.56,81
2023-01-27,Kota,COVID-19,71,44,1,Low,-0.41,59
2023-02-26,Jaipur,Dengue,12,9,0,Low,-0.83,8
2023-07-07,Ajmer,Dengue,87,76,0,High,1.72,85
2023-07-14,Jaipur,Dengue,37,27,0,High,2.08,29
2023-03-18,Bikaner,COVID-19,194,154,2,Low,-0.2,148
2023-08-15,Ajmer,Malaria,4,3,0,Low,-0.85,2
2023-06-17,Pali,COVID-19,39,30,0,Low,-0.85,37
2023-06-05,Ajmer,Dengue,112,70,1,Medium,0.29,99
2023-03-07,Sikar,COVID-19,172,115,3,Low,-0.12,145
2023-10-20,Kota,Dengue,75,46,2,High,0.6,53
2023-02-25,Udaipur,Dengue,24,19,0,Low,-0.64,21
2023-04-04,Sikar,Dengue,97,70,2,High,3.22,78
2023-08-25,Alwar,COVID-19,208,179,1,High,0.89,186
2023-05-22,Bharatpur,Malaria,63,41,0,High,0.43,51
2023-11-02,Sikar,Malaria,39,32,0,Low,-0.25,41
2023-08-15,Sikar,Dengue,67,52,1,Low,-0.31,59
2023-02-28,Ajmer,Dengue,56,47,0,Low,-0.5,42
2023-03-14,Pali,Malaria,74,51,1,High,23.67,68
2023-09-04,Kota,Malaria,15,11,0,Low,-0.79,11
2023-01-23,Sikar,COVID-19,189,125,3,Low,0.1,137
2023-04-14,Kota,Malaria,4,2,0,Low,-0.73,3
2023-03-27,Ajmer,COVID-19,285,209,3,High,0.35,270
2023-03-19,Kota,Malaria,20,14,0,Medium,4.0,20
2023-08-26,Kota,Dengue,107,80,1,High,0.43,86
2023-07-18,Bharatpur,Dengue,37,32,0,Low,-0.63,33
2023-09-04,Sikar,Dengue,7,4,0,Low,-0.9,5
2023-06-20,Jaipur,Malaria,26,18,0,Low,-0.16,23
2023-02-03,Kota,Dengue,75,51,1,Low,-0.3,62
2023-09-08,Ajmer,Dengue,22,17,0,Low,-0.61,20
2023-07-27,Udaipur,COVID-19,233,161,2,High,3.24,206
2023-11-02,Udaipur,Malaria,19,15,0,Low,-0.71,19
2023-04-01,Ajmer,COVID-19,166,111,4,Low,-0.42,121
2023-12-25,Ajmer,Malaria,25,20,0,High,5.25,23
2023-07-23,Jaipur,Dengue,70,56,0,High,0.89,60
2023-09-15,Alwar,COVID-19,52,31,0,Low,-0.75,52
2023-02-14,Pali,Dengue,97,72,2,Low,-0.13,105
2023-09-12,Alwar,Malaria,42,36,1,Low,-0.14,42
2023-12-18,Bikaner,Malaria,43,30,0,High,0.43,37
2023-11-22,Bharatpur,Dengue,27,22,0,Low,-0.27,23
2023-07-18,Ajmer,COVID-19,21,12,0,Low,-0.87,21
2023-09-14,Sikar,COVID-19,111,80,1,Low,-0.41,103
2023-07-23,Bharatpur,Malaria,41,34,0,Low,-0.35,32
2023-02-10,Ajmer,Dengue,61,45,0,High,1.77,56
2023-03-25,Ajmer,Malaria,22,16,0,Low,-0.12,21
2023-04-29,Ajmer,Dengue,46,31,0,Low,-0.25,49
2023-09-04,Alwar,Dengue,62,46,1,Medium,1.58,64
2023-07-16,Sikar,Malaria,36,21,0,Low,-0.08,28
2023-12-21,Ajmer,Malaria,53,41,0,Medium,1.41,55
2023-05-24,Sikar,COVID-19,116,72,0,Low,0.05,95
2023-04-18,Ajmer,Malaria,19,15,0,Low,-0.64,13
2023-09-28,Pali,Dengue,52,41,1,Low,-0.46,42
2023-07-30,Bikaner,Dengue,44,38,0,High,1.32,42
2023-01-24,Sikar,COVID-19,155,102,3,Medium,0.34,167
2023-04-06,Bikaner,Malaria,30,19,0,Low,-0.3,28
2023-03-02,Pali,COVID-19,137,102,3,Medium,2.51,144
2023-08-21,Udaipur,Malaria,56,36,1,Medium,1.95,59
2023-07-18,Pali,Dengue,63,40,1,Medium,0.21,60
2023-09-03,Kota,Dengue,59,42,0,Low,-0.21,42
2023-01-22,Alwar,COVID-19,215,135,5,High,3.13,186
2023-01-27,Ajmer,Malaria,49,39,1,High,1.58,41
2023-07-10,Udaipur,COVID-19,196,171,2,Low,-0.16,167
2023-04-11,Kota,Dengue,66,45,1,Medium,0.12,46
2023-05-24,Jodhpur,Malaria,5,3,0,Low,-0.93,5
2023-11-06,Sikar,Malaria,66,54,1,High,0.83,58
2023-08-03,Alwar,COVID-19,28,17,0,Low,-0.87,24
2023-12-27,Alwar,Malaria,47,29,1,Medium,0.12,44
2023-09-25,Udaipur,COVID-19,90,55,2,Low,-0.54,76
2023-02-01,Jodhpur,Malaria,10,8,0,Medium,1.0,10
2023-04-12,Kota,Dengue,8,6,0,Low,-0.88,6
2023-01-18,Kota,Malaria,26,16,0,Medium,0.3,28
2023-10-12,Udaipur,Malaria,11,7,0,Low,-0.8,12
2023-09-21,Bikaner,Dengue,47,31,0,Low,0.07,35
2023-09-03,Alwar,COVID-19,39,30,0,High,0.39,29
2023-10-24,Jodhpur,Malaria,16,11,0,High,0.6,14
2023-03-02,Bharatpur,COVID-19,51,34,0,Low,-0.54,50
2023-04-08,Sikar,Dengue,115,101,3,Medium,15.43,117
2023-08-27,Kota,Dengue,61,53,1,Medium,6.62,64
2023-04-08,Jaipur,Dengue,29,23,0,Low,-0.59,28
2023-07-02,Sikar,Malaria,71,51,1,Low,0.08,77
2023-12-29,Jaipur,Dengue,31,19,0,Low,0.07,24
2023-03-15,Udaipur,COVID-19,50,36,1,Low,-0.44,36
2023-01-31,Bikaner,Dengue,94,68,0,High,1.0,79
2023-03-19,Jaipur,Malaria,18,14,0,Low,-0.31,16
2023-12-20,Udaipur,COVID-19,185,132,2,High,2.7,136
2023-09-11,Ajmer,Malaria,29,24,0,Low,-0.41,31
2023-11-13,Pali,Malaria,73,62,2,Low,-0.01,72
2023-08-20,Kota,Dengue,45,34,0,Low,-0.26,46
2023-06-21,Kota,Malaria,31,25,0,Medium,0.19,22
2023-07-11,Alwar,COVID-19,177,141,5,High,3.54,164
2023-01-09,Jodhpur,Malaria,29,19,0,High,0.81,21
2023-02-14,Sikar,Dengue,71,58,0,Low,-0.38,73
2023-08-16,Kota,Malaria,15,9,0,Low,-0.52,14
2023-04-03,Jodhpur,COVID-19,203,155,4,Low,-0.26,179
2023-11-29,Sikar,Dengue,68,41,1,Low,-0.04,67
2023-04-02,Udaipur,Dengue,109,90,1,High,3.54,100
2023-01-05,Kota,Malaria,68,54,1,High,3.53,56
2023-03-29,Alwar,Malaria,21,18,0,Low,-0.55,15
2023-01-13,Jaipur,Dengue,72,51,1,High,1.32,56
2023-09-06,Udaipur,Malaria,42,26,0,High,2.82,34
2023-11-17,Pali,Dengue,50,35,0,Low,-0.21,37
2023-07-10,Udaipur,Dengue,67,43,0,Low,-0.39,48
2023-05-24,Udaipur,Dengue,74,51,1,Low,0.1,78
2023-07-31,Alwar,Malaria,40,24,0,High,0.9,38
2023-10-14,Kota,Dengue,44,37,1,Low,-0.02,34
2023-10-19,Jodhpur,COVID-19,204,168,4,Low,0.0,187
2023-02-25,Bharatpur,Malaria,35,27,0,Low,-0.15,31
2023-07-04,Udaipur,COVID-19,150,96,3,Low,-0.19,139
2023-10-17,Kota,Dengue,102,86,1,Medium,1.32,111
2023-05-12,Jodhpur,COVID-19,277,204,4,Medium,0.36,286
2023-06-16,Jaipur,Malaria,30,23,0,High,0.67,28
2023-04-14,Udaipur,COVID-19,152,106,4,Low,0.01,165
2023-12-31,Pali,COVID-19,285,180,1,Medium,1.08,303
2023-06-28,Kota,COVID-19,41,33,0,Low,-0.42,39
2023-08-18,Ajmer,COVID-19,255,222,5,High,11.14,187
2023-01-21,Bharatpur,COVID-19,167,127,2,High,2.27,150
2023-04-22,Jaipur,Malaria,10,6,0,Low,-0.67,8
2023-01-04,Udaipur,COVID-19,233,204,6,Medium,0.53,235
2023-08-04,Bikaner,Dengue,18,12,0,Low,-0.81,19
2023-04-24,Jaipur,Dengue,6,4,0,Low,-0.92,5
2023-01-18,Bharatpur,COVID-19,231,182,3,Medium,0.38,236
2023-12-17,Pali,COVID-19,116,80,2,Low,-0.59,123
2023-01-15,Alwar,Dengue,86,61,1,High,0.39,71
2023-10-06,Bikaner,Malaria,72,48,0,High,1.4,65
2023-08-14,Jaipur,COVID-19,249,164,5,High,7.89,243
2023-07-24,Sikar,Dengue,26,21,0,Low,-0.62,23
2023-02-09,Alwar,Dengue,100,66,2,Medium,0.16,77
2023-01-23,Ajmer,COVID-19,147,103,1,Low,-0.42,149
2023-06-21,Jodhpur,COVID-19,296,198,2,Low,0.07,293
2023-08-01,Sikar,COVID-19,83,64,2,Low,-0.46,73
2023-08-17,Sikar,COVID-19,212,186,2,High,1.55,196
2023-04-10,Jodhpur,Malaria,77,64,1,Medium,1.66,81
2023-02-24,Bikaner,Malaria,41,30,0,Low,-0.43,36
2023-06-18,Kota,Dengue,8,5,0,Low,-0.92,7
2023-09-14,Sikar,COVID-19,177,109,2,Low,-0.17,148
2023-08-14,Alwar,Malaria,79,64,1,Medium,0.97,84
2023-06-03,Kota,COVID-19,193,141,4,High,3.71,143
2023-04-16,Jaipur,COVID-19,168,120,2,Low,-0.33,144
2023-06-17,Pali,COVID-19,170,141,4,High,0.47,129
2023-12-19,Pali,COVID-19,28,19,0,Low,-0.84,29
2023-10-26,Udaipur,Malaria,54,42,0,Medium,0.29,53
2023-08-29,Ajmer,COVID-19,227,162,6,High,0.54,173
2023-05-07,Pali,Dengue,84,66,1,High,0.68,62
2023-05-23,Jaipur,COVID-19,38,23,0,Low,-0.77,38
2023-08-02,Jodhpur,COVID-19,56,47,1,Low,-0.81,60
2023-11-24,Jaipur,Malaria,66,42,0,High,5.6,61
2023-02-17,Pali,COVID-19,164,117,3,Medium,4.86,172
2023-03-22,Pali,Malaria,53,41,1,Low,-0.27,56
2023-03-14,Udaipur,Malaria,10,7,0,Low,-0.81,7
2023-08-18,Alwar,Malaria,7,4,0,Low,-0.91,6
2023-01-28,Udaipur,Malaria,7,5,0,Low,-0.3,6
2023-01-21,Jodhpur,COVID-19,118,74,1,High,1.11,105
2023-04-26,Jaipur,COVID-19,59,44,1,High,0.55,51
2023-05-02,Sikar,Malaria,41,35,0,Low,-0.42,30
2023-10-13,Udaipur,Malaria,8,5,0,Medium,0.14,5
2023-05-18,Jaipur,Malaria,60,49,1,Low,-0.09,62
2023-07-07,Sikar,Malaria,7,5,0,Low,-0.83,7
2023-11-01,Bikaner,Dengue,60,46,0,High,2.33,54
2023-11-21,Kota,COVID-19,245,177,5,Medium,0.27,237
2023-07-18,Kota,Dengue,111,92,1,High,12.88,98
2023-12-26,Jaipur,COVID-19,170,138,2,High,1.88,166
2023-09-26,Alwar,Malaria,20,13,0,High,1.86,15
2023-07-06,Bharatpur,Dengue,97,73,1,High,2.59,85
2023-03-08,Kota,Malaria,43,30,0,Low,-0.37,36
2023-02-11,Alwar,Dengue,99,79,0,Low,-0.01,106
2023-11-11,Kota,Dengue,16,10,0,Low,-0.86,11
2023-07-11,Sikar,COVID-19,229,144,1,Medium,0.29,196
2023-06-29,Bikaner,Dengue,7,4,0,Low,-0.88,7
2023-12-14,Bikaner,Dengue,6,5,0,Low,-0.14,4
2023-07-31,Kota,Malaria,76,46,0,Medium,0.77,77
2023-08-28,Jaipur,Malaria,78,51,2,Medium,0.3,82
2023-01-02,Jaipur,Dengue,52,35,0,Medium,7.67,55
2023-04-09,Bharatpur,Dengue,28,18,0,Low,-0.71,23
2023-10-21,Kota,Malaria,77,67,0,Low,0.01,64
2023-09-14,Kota,Dengue,67,57,1,High,3.19,50
2023-02-24,Jaipur,COVID-19,191,170,2,Medium,0.12,194
2023-09-10,Bharatpur,COVID-19,124,85,0,Low,-0.46,126
2023-01-24,Sikar,Dengue,103,90,1,High,2.96,75
2023-09-06,Bikaner,COVID-19,54,36,1,Low,-0.72,46
2023-01-31,Jaipur,Malaria,78,68,0,Low,0.0,75
2023-09-29,Jaipur,COVID-19,174,120,1,Low,-0.09,123
2023-06-03,Jodhpur,COVID-19,250,170,5,High,1.12,198
2023-10-05,Jodhpur,COVID-19,191,143,1,Low,-0.24,137
2023-10-03,Jodhpur,Dengue,21,17,0,Low,-0.81,19
2023-06-26,Bikaner,Malaria,33,27,0,Low,-0.2,29
2023-08-01,Pali,Dengue,115,78,1,High,0.37,92
2023-05-12,Ajmer,Malaria,63,38,1,Medium,1.17,67
2023-08-04,Jodhpur,Malaria,54,33,0,Low,-0.3,54
2023-09-17,Jodhpur,Dengue,36,22,0,High,0.71,25
2023-04-30,Pali,Malaria,40,25,0,Low,-0.25,41
2023-12-23,Alwar,Dengue,8,7,0,Low,-0.92,6
2023-06-26,Alwar,COVID-19,275,203,5,High,0.55,197
2023-07-13,Jodhpur,COVID-19,191,155,4,Low,0.0,207
2023-08-29,Sikar,Malaria,9,7,0,Medium,0.29,6
2023-10-01,Kota,Dengue,39,26,0,Low,-0.42,35
2023-06-02,Udaipur,COVID-19,195,135,3,Low,-0.16,163
2023-07-01,Alwar,Dengue,28,23,0,High,2.5,26
2023-11-18,Bharatpur,Dengue,77,58,1,High,1.75,70
2023-12-24,Udaipur,Dengue,20,16,0,Low,-0.73,17
2023-10-09,Kota,Malaria,67,48,0,Low,-0.13,54
2023-04-29,Pali,COVID-19,266,167,3,Medium,0.62,271
2023-02-13,Udaipur,COVID-19,102,69,0,Low,-0.48,98
2023-11-11,Kota,COVID-19,211,173,2,Low,-0.14,182
2023-03-17,Alwar,Dengue,46,30,0,High,0.64,39
2023-09-15,Bharatpur,Malaria,5,3,0,Low,-0.86,4
2023-07-30,Jodhpur,COVID-19,139,105,1,Low,-0.27,102
2023-02-26,Alwar,Dengue,5,3,0,Low,-0.89,4
2023-08-12,Kota,Dengue,17,15,0,Low,-0.56,11
2023-12-01,Pali,Malaria,47,41,1,Medium,0.17,41
2023-03-28,Ajmer,Malaria,49,37,0,Low,-0.22,35
2023-12-16,Kota,COVID-19,105,79,0,Low,-0.5,86
2023-02-08,Bikaner,Dengue,78,55,1,High,12.0,59
2023-11-17,Alwar,Malaria,19,14,0,Low,-0.05,15
2023-05-23,Jaipur,Dengue,62,44,0,Medium,0.19,47
2023-01-11,Sikar,Dengue,116,82,1,Medium,0.13,90
2023-03-25,Kota,Malaria,75,62,1,Medium,0.12,79
2023-01-06,Sikar,Dengue,53,43,0,Low,-0.54,37
2023-01-03,Pali,Malaria,21,17,0,Low,-0.55,15
2023-02-18,Pali,Malaria,45,29,0,High,1.14,40
2023-04-18,Udaipur,Dengue,10,7,0,Low,-0.5,8
2023-03-04,Jaipur,COVID-19,61,51,0,Low,-0.65,57
2023-02-23,Jodhpur,COVID-19,296,215,5,Medium,1.13,306
2023-08-28,Alwar,Dengue,90,55,0,High,17.0,73
2023-07-05,Udaipur,Dengue,17,10,0,High,0.7,13
2023-04-21,Udaipur,Dengue,78,62,1,High,3.59,73
2023-04-29,Bikaner,Dengue,31,20,0,Low,-0.6,33
2023-08-02,Sikar,Malaria,60,46,0,High,5.67,45
2023-05-04,Alwar,COVID-19,227,185,4,Low,-0.17,221
2023-06-26,Jodhpur,Dengue,67,40,1,High,0.86,50
2023-12-23,Ajmer,Dengue,38,26,0,Low,-0.17,37
2023-12-15,Jodhpur,Malaria,32,24,0,Low,-0.41,29
2023-04-13,Sikar,COVID-19,45,31,0,Low,-0.8,48
2023-03-08,Jodhpur,COVID-19,296,252,8,Low,0.0,303
2023-05-22,Sikar,Malaria,69,53,0,Medium,0.15,56
2023-06-09,Sikar,COVID-19,177,125,2,High,2.93,156
2023-09-08,Udaipur,Dengue,44,32,1,Low,-0.44,38
2023-05-24,Bikaner,COVID-19,68,43,1,Medium,0.26,72
2023-01-20,Sikar,Dengue,98,61,1,Medium,0.85,102
2023-04-23,Jaipur,Malaria,37,28,0,Low,-0.53,36
2023-03-01,Ajmer,Malaria,74,55,1,High,0.51,54
2023-08-26,Jodhpur,Malaria,62,52,1,High,0.94,43
2023-03-05,Bikaner,Malaria,6,5,0,Low,-0.82,4
2023-09-25,Alwar,Malaria,28,20,0,High,0.47,24
2023-07-31,Udaipur,Malaria,26,15,0,High,2.25,21
2023-12-23,Pali,Dengue,107,95,0,Low,-0.07,106
2023-07-11,Sikar,Malaria,23,14,0,Low,-0.67,21
2023-11-17,Sikar,Dengue,112,96,2,Medium,0.14,80
2023-05-23,Udaipur,COVID-19,43,32,0,Low,-0.58,35
2023-03-31,Jodhpur,Malaria,57,41,1,Low,-0.08,61
2023-11-13,Alwar,COVID-19,80,64,0,Low,-0.65,56
2023-06-30,Bharatpur,COVID-19,141,100,0,Medium,0.14,100
2023-05-03,Ajmer,COVID-19,193,133,3,Low,-0.15,161
2023-10-06,Udaipur,COVID-19,127,113,3,Medium,1.95,133
2023-05-06,Jaipur,Malaria,8,6,0,Low,-0.78,5
2023-06-08,Jodhpur,Malaria,45,32,0,Low,-0.21,36
2023-02-02,Sikar,Malaria,14,8,0,Low,-0.39,12
2023-09-10,Jodhpur,COVID-19,293,207,2,Low,-0.01,292
2023-08-27,Jodhpur,Malaria,70,46,0,High,0.56,66
2023-09-12,Ajmer,COVID-19,218,169,4,Medium,0.13,195
2023-04-02,Bikaner,Malaria,56,46,0,High,8.33,45
2023-08-18,Sikar,COVID-19,100,77,0,Low,-0.44,105
2023-01-18,Bikaner,Dengue,103,81,1,High,2.32,72
2023-06-08,Udaipur,Malaria,73,63,0,High,1.81,67
2023-11-15,Kota,Malaria,37,33,0,Low,-0.51,28
2023-11-23,Ajmer,Malaria,42,26,0,Low,-0.43,44
2023-04-03,Bharatpur,Malaria,50,42,0,High,9.0,46
2023-08-07,Udaipur,COVID-19,152,135,4,Medium,0.2,158
2023-11-22,Bikaner,COVID-19,170,108,3,Medium,1.5,184
2023-07-28,Jodhpur,COVID-19,194,122,2,Low,-0.34,136
2023-01-10,Udaipur,Malaria,6,4,0,Low,-0.92,6
2023-07-11,Alwar,COVID-19,178,124,2,High,1.23,168
2023-06-26,Sikar,Malaria,13,9,0,Low,-0.07,13
2023-08-04,Jodhpur,Dengue,95,76,2,High,0.42,79
2023-06-26,Alwar,Dengue,112,67,1,Medium,0.24,114
2023-04-11,Sikar,COVID-19,46,39,0,Low,-0.54,48
2023-08-25,Sikar,Malaria,61,53,0,High,3.69,51
2023-05-08,Pali,Dengue,104,73,1,Low,-0.03,97
2023-09-03,Bikaner,COVID-19,230,177,6,High,0.35,174
2023-04-27,Udaipur,Malaria,44,34,1,High,6.33,40
2023-06-25,Alwar,COVID-19,264,231,1,High,0.48,254
2023-12-27,Pali,Malaria,4,3,0,Low,-0.91,3
2023-06-04,Sikar,Dengue,83,59,2,Low,-0.26,82
2023-04-29,Udaipur,Malaria,60,43,1,High,0.36,52
2023-08-25,Jodhpur,COVID-19,82,58,0,Low,-0.58,86
2023-02-01,Alwar,Dengue,26,17,0,Low,-0.77,27
2023-10-28,Bikaner,Dengue,28,18,0,Low,-0.73,26
2023-05-13,Sikar,Malaria,43,37,0,Low,-0.3,45
2023-11-25,Alwar,COVID-19,229,174,6,Low,-0.13,161
2023-09-30,Jodhpur,COVID-19,152,116,4,High,0.85,121
2023-11-09,Jodhpur,COVID-19,68,49,1,Low,-0.55,66
2023-06-22,Jodhpur,Dengue,10,7,0,Low,-0.89,10
2023-06-07,Kota,COVID-19,235,208,4,High,1.24,205
2023-10-03,Sikar,Dengue,97,65,2,Medium,0.17,83
2023-02-04,Udaipur,Malaria,32,28,0,Low,-0.47,29
2023-08-09,Pali,Malaria,28,21,0,Medium,6.0,29
2023-05-21,Jodhpur,Malaria,8,5,0,Low,-0.89,8
2023-04-05,Alwar,COVID-19,203,159,5,Low,-0.11,222
2023-10-23,Jodhpur,Dengue,49,42,1,High,3.9,46
2023-03-26,Bharatpur,COVID-19,224,140,3,High,0.59,216
2023-07-02,Jaipur,Malaria,73,54,1,High,8.12,63
2023-08-01,Jodhpur,Malaria,62,54,0,High,6.75,55
2023-08-14,Pali,Dengue,79,56,0,Low,-0.24,66
2023-07-23,Sikar,COVID-19,65,39,0,High,0.41,49
2023-04-30,Bikaner,Dengue,83,62,1,High,1.96,78
2023-01-15,Pali,COVID-19,229,175,2,Low,-0.14,245
2023-03-23,Pali,Malaria,5,3,0,Low,-0.82,5
2023-04-14,Jaipur,Malaria,18,14,0,Low,-0.75,12
2023-05-05,Jodhpur,Malaria,44,29,0,Low,-0.29,32
2023-10-04,Kota,Dengue,99,62,0,Medium,4.82,108
2023-05-21,Ajmer,Malaria,33,20,0,Low,-0.21,23
2023-01-12,Jodhpur,COVID-19,37,28,0,Low,-0.46,28
2023-07-08,Bharatpur,Dengue,111,99,1,High,0.44,93
2023-02-26,Kota,COVID-19,154,115,1,Low,-0.34,112
2023-09-27,Bikaner,Dengue,119,76,2,High,0.43,91
2023-06-11,Bikaner,Malaria,74,59,0,Medium,0.32,77
2023-04-27,Udaipur,Malaria,62,51,1,High,0.94,57
2023-08-09,Bharatpur,Dengue,65,47,1,Low,-0.41,58
2023-02-10,Jodhpur,Malaria,60,45,0,High,0.36,47
2023-05-29,Pali,Malaria,58,44,1,High,10.6,50
2023-01-11,Sikar,Malaria,6,4,0,Low,-0.86,5
2023-05-05,Bharatpur,COVID-19,210,172,2,Low,-0.06,199
2023-11-28,Pali,Malaria,65,48,1,Medium,0.12,62
2023-04-15,Bikaner,Malaria,76,62,1,Low,0.03,55
2023-04-16,Kota,COVID-19,133,109,3,Low,-0.14,145
2023-05-04,Bikaner,Malaria,15,10,0,Low,-0.8,16
2023-01-17,Sikar,Malaria,68,41,0,Medium,10.33,72
2023-11-27,Kota,Malaria,53,31,0,High,0.43,38
2023-09-22,Alwar,Malaria,61,42,1,High,1.18,52
2023-12-16,Sikar,COVID-19,267,194,3,Medium,3.11,275
2023-01-08,Sikar,Dengue,13,10,0,Low,-0.87,12
2023-09-07,Ajmer,Dengue,95,84,1,High,1.5,78
2023-06-22,Alwar,Malaria,3,2,0,Low,-0.95,2
2023-06-22,Pali,Dengue,36,25,0,Low,-0.54,31
2023-04-30,Alwar,Malaria,27,17,0,High,8.0,22
2023-08-28,Sikar,Dengue,87,57,0,High,5.69,78
2023-06-13,Bikaner,COVID-19,156,115,2,Low,-0.32,113
2023-01-21,Pali,COVID-19,290,220,2,Medium,0.27,227
2023-01-16,Bikaner,COVID-19,88,57,1,Low,-0.44,88
2023-09-26,Sikar,Dengue,59,52,1,Low,-0.32,54
2023-05-15,Ajmer,COVID-19,82,68,2,Low,-0.62,80
2023-02-09,Sikar,Dengue,58,40,1,Low,-0.02,46
2023-09-07,Ajmer,Malaria,16,10,0,Low,-0.52,14
2023-07-03,Ajmer,Malaria,75,54,1,Medium,3.69,78
2023-04-01,Udaipur,COVID-19,181,146,2,Medium,0.19,193
2023-01-30,Udaipur,Malaria,26,17,0,Low,-0.58,25
2023-01-03,Pali,Malaria,22,15,0,Low,-0.66,18
2023-02-11,Bikaner,COVID-19,247,201,5,High,1.81,181
2023-07-09,Jaipur,Dengue,60,51,1,Low,-0.03,42
2023-09-02,Ajmer,COVID-19,165,107,4,High,1.01,156
2023-07-26,Pali,Malaria,8,5,0,Low,-0.64,8
2023-11-16,Bikaner,COVID-19,65,57,1,Low,-0.74,46
2023-12-26,Bikaner,Dengue,52,44,1,Low,-0.56,43
2023-06-29,Pali,Dengue,89,72,0,High,1.47,62
2023-10-26,Jaipur,COVID-19,114,85,2,Medium,0.87,120
2023-10-17,Jaipur,COVID-19,210,139,1,High,0.84,163
2023-03-03,Bharatpur,COVID-19,122,84,2,Low,-0.42,101
2023-01-15,Jodhpur,COVID-19,199,124,3,Medium,4.38,202
2023-07-11,Alwar,COVID-19,110,76,1,Low,-0.46,108
2023-06-18,Kota,Dengue,14,10,0,Low,-0.86,13
2023-03-27,Kota,Dengue,62,40,1,High,3.43,59
2023-01-03,Jaipur,COVID-19,54,45,0,Low,-0.74,37
2023-08-02,Kota,Malaria,7,4,0,Low,-0.87,5
2023-02-25,Alwar,COVID-19,227,193,1,High,1.06,190
2023-10-18,Jaipur,Malaria,30,22,0,High,0.67,29
2023-08-13,Bikaner,Dengue,99,74,1,High,0.9,75
2023-06-10,Kota,Malaria,31,27,0,High,3.43,30
